@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.07,0.34,-0.18,-0.02,-0.23,0.25,0.432,-0.01,0.31,0.36,0.31,-0.31,0.61,-0.12,0.02,0.13,0.584,0.282,-1.18,0.196,0.21,-0.07,-0.44,-0.33,-0.046,0.33,14/01@14/10@14/13@16/01@16/19/03@32/01/05@32/01/07
-0.062,0.187,0.005,0.254,0.404,-0.465,0.218,0.482,0.176,0.304,0.385,0.345,0.025,-0.138,0.377,0.271,0.594,0.056,0.589,0.161,0.247,0.13,0.088,-0.168,0.27,-0.214,01/07@02/13/03@14/01@16/01
0.872,1.343,0.939,0.496,0.551,0.753,0.699,0.781,0.992,1.057,0.612,-0.514,-0.525,-0.034,-0.294,0.659,0.086,0.297,-0.571,0.671,1.959,2.633,1.527,-0.091,?,-0.192,14/01@14/07/03@14/10@16/01@18/02/01/02@32/01/07@40/01
0.13,0.242,0.271,0.256,0.182,0.43,0.366,0.318,0.637,0.608,0.3,-0.47,-0.221,-0.589,-0.587,-0.47,0.403,-0.304,0.228,0.508,-0.087,-0.423,-0.652,-0.003,0.341,0.022,14/01@14/04@14/13/01@16/01@16/19/03@32/01
0.417,0.57,0.054,0.179,-0.072,0.565,0.391,0.588,0.433,0.201,0.426,-0.441,-0.529,-0.257,-0.201,-0.539,0.256,0.607,-1.961,-0.633,2.514,1.667,1.811,-0.101,-0.851,-0.039,14/01@14/04@14/07/04@16/01@16/17/07@16/19/03@32/01/05@32/01/07@42/16
0.139,0.122,0.502,0.702,0.61,0.088,0.071,0.211,0.323,0.103,0.41,0.328,-0.001,-0.294,-0.203,0.151,0.389,0.197,-0.041,-0.332,0.547,0.961,0.388,0.771,-0.187,-0.212,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@30/05@32/01/11@36/20/18@40/01/03@40/10/02
0.124,-0.07,-0.163,-0.164,0.141,0.657,0.509,0.182,0.709,0.946,0.503,0.266,-0.024,0.486,0.247,-0.196,0.678,0.1,-0.988,-0.02,-0.301,-0.623,-1.095,-0.119,?,0.186,14/01
0.242,0.241,-0.104,0.14,-0.27,0.206,0.1,-0.103,0.107,0.054,0.271,-0.279,0.135,-0.147,0.345,-0.15,0.163,0.315,-1.101,0.416,0.56,0.507,0.045,-0.233,?,-0.205,14/01
0.11,-0.127,-0.09,-0.045,0.074,0.17,0.263,0.265,0.495,0.349,0.17,-0.11,-0.16,-0.07,0.154,-0.463,-0.014,0.274,-1.818,-0.695,0.096,-0.416,-0.337,-0.157,-0.203,0.165,14/01@16/01@32/01/07@42/04
0.268,0.8,0.88,0.55,0.7,-0.463,-0.22,0.63,0.48,0.24,0.795,0.698,0.496,0.179,0.093,0.066,-1.12,-0.957,0.6,-0.524,0.77,0.6,0.5,?,-0.275,-0.276,14/01@14/07@20/01/13
0.028,0.1,-0.771,-0.574,-0.928,0.272,0.225,-0.185,-0.242,-0.207,-0.631,-0.717,0.317,-0.206,0.547,-0.403,0.46,-0.012,-0.05,0.764,-1.115,-0.73,-1.465,-0.27,?,-0.098,01/05@14/07/02/01@14/07/02/02
-0.12,-0.112,0.07,-0.01,0.02,-0.26,-0.32,0.05,-0.18,-0.45,0.15,-0.15,0.31,0.11,0.46,0.1,-0.17,-0.02,0.41,-0.39,-0.08,-0.58,0.21,-0.14,-0.307,0.13,01/06/06@14/07/02@42/01
0.297,0.08,-0.21,-0.39,-0.13,-0.21,-0.17,-0.23,-0.24,-0.13,-0.04,0.14,0.26,0.21,0.49,0.08,-0.18,-0.29,0.72,0.31,-0.35,-0.56,-0.17,0,0.25,0.14,01/05/02@14/07/02/01@16/17/07
-0.19,0.07,-0.03,?,-0.06,-0.12,-0.26,0.03,-0.44,-0.26,-0.276,0.4,0,-0.05,-0.69,0.12,-0.566,-0.417,-0.26,0.242,-0.132,-0.67,-0.59,0.37,0.01,-0.05,01/05@14/07/02/01
0.089,-0.283,-0.618,-0.54,-0.672,0.462,0.382,-0.036,0.328,0.398,0.037,-0.33,-0.077,-0.496,-0.745,0.009,0.299,0.314,-0.422,-0.051,-0.356,-0.605,-0.762,-0.085,0.242,0.083,01/05@14/07/02/02@42/01
-0.007,-0.207,-0.138,0.103,0.279,-0.025,0.038,-0.322,0.112,0.163,0.368,0.404,-0.092,0.38,0.115,-0.414,-0.308,-0.028,-0.676,-0.171,0.846,0.644,0.519,-0.067,?,0.144,14/07/02/02
0.11,-0.282,-0.198,-0.253,-0.2,0.31,-0.23,-0.327,-0.079,0.046,0.03,-0.466,-0.39,-0.199,-0.17,-0.072,-0.237,-0.332,0.178,0.016,-0.112,-0.104,-0.852,-0.048,0.261,-0.265,01/05@14/07/02/02@42/01
-0.01,-0.385,-0.12,-0.149,-0.034,0.28,0.183,-0.113,0.242,0.271,0.09,-0.377,-0.408,-0.173,-0.287,-0.074,0.33,0.241,-0.271,-0.155,-0.17,-0.445,-0.304,-0.072,0.301,-0.122,01/05@14/07/02/02@40/01@42/01@43/01/03/05
-0.108,-1.11,-0.86,-0.97,-0.81,0.428,0.27,0.46,0.08,0.29,0.102,-1.086,-0.165,0.05,-0.311,-1.509,0.541,?,-0.025,0.722,-0.48,-1.48,-0.87,-0.048,0.384,0.206,11/04/01@14/07@16/03/03@40/01
-0.046,-0.2,0.21,-0.05,-0.04,-0.202,0.06,-0.16,-0.14,-0.11,0.2,0.146,-0.086,0.278,0.206,-0.259,-0.271,-0.01,0.544,0.3,0.16,-0.23,0.08,-0.109,-0.057,-0.3,01/03/04@01/04@01/05/02@01/05/03@01/05/09/04@01/06@10/03/01@14/07/02/02
0.089,0.309,0.276,0.221,0.038,-0.781,-0.398,-0.068,-0.101,-0.393,-0.585,0.506,0.306,0.096,0.23,0.163,-0.256,-0.434,1.156,-0.079,-1.241,-1.091,0.132,0.042,0.074,0.238,01/06@14/07/02/02@20/01/03/01@20/01/17@20/09/07
0,0.232,0.096,0.221,0.297,0.459,0.323,0.341,0.343,0.302,0.462,-0.374,0.563,-0.567,-0.417,0.049,0.285,-0.239,-0.228,-0.413,-0.027,0.315,0.099,-0.188,-0.169,0.065,99
0.086,0.375,0.243,-0.061,0.149,-0.073,-0.048,0.265,0.357,0.091,0.311,0.248,-0.013,-0.255,-0.114,0.069,-0.274,-0.221,0.1,-0.156,0.115,-0.016,-0.159,-0.085,?,-0.052,01/06/06@14/07/01@16/17/09@30/01
0.005,-0.106,-0.21,-0.24,-0.368,0.396,0.112,0.187,0.15,0.181,0.166,-0.027,-0.351,-0.243,-0.583,0.158,-0.273,-0.233,0.1,0.604,0.311,-0.238,-0.24,-0.222,0.307,-0.212,01/06@14/07@20/09/18
-0.52,-0.24,0.03,-0.18,-0.46,0.17,-0.83,-0.42,-0.97,-0.92,-0.63,-0.469,-0.175,-0.16,-0.22,0.231,-1.19,-0.49,0.08,0.208,-1.66,-0.81,-0.505,-0.06,?,-0.69,01/03/13@01/05/25@14/04@14/07/01@30/01/05/05/01@34/11/12
?,0.057,0.323,0.448,0.257,?,0.038,0.168,0.127,-0.11,?,-0.103,0.015,-0.281,-0.412,-0.208,-0.347,0.065,0.504,-0.656,-2.778,-0.637,-0.101,-0.104,-0.217,-0.118,14/04@14/07/11@20/09/04
-0.174,-0.333,-0.431,-0.162,-0.411,0.059,-0.207,-0.164,-0.102,-0.211,-0.121,-0.639,-0.643,-0.129,-0.162,-0.261,0.044,-0.289,-0.623,0.123,-0.041,-0.589,-0.161,-0.144,0.082,0.935,01/05@01/06/02/01@01/06/02/02@14/07/01@16/01@42/01
-0.096,0.166,0.284,0.067,0.316,0.273,0.073,0.083,0.291,0.364,0.046,-0.14,0.165,0.174,0.108,0.016,?,0.119,0.454,0.155,-0.346,-0.36,-0.489,0.588,0.503,-0.463,01/06@14/07/04
0.11,0.11,-0.02,-0.1,-0.09,0.2,-0.15,-0.37,-0.05,-0.05,0.049,-0.07,-0.2,-0.26,-0.39,-0.07,-0.06,-0.06,0.25,0.03,-0.12,-0.59,-0.62,0.07,0.29,-0.17,01/06@14/07@20/01/10@30/01/05/05/01@40/01@42/04@43/01/03/05
?,0.134,0.331,0.417,0.194,?,-0.228,-0.186,-0.272,-0.216,?,0.414,0.125,-0.091,-0.846,0.167,-0.094,-0.342,0.089,-0.766,-0.298,-0.461,-0.319,0.044,0.027,0.152,14/04@14/13@20/09/04@42/16
0.35,0.399,0.048,0.362,0.22,0.08,-0.023,0.129,0.394,0.193,0.36,0.227,0.173,0.039,0.015,0.109,-0.75,-0.483,-0.515,-0.083,1.098,0.84,0.536,0.013,0.315,-0.274,14/07/11@14/13/01@16/17/09@34/11/03/07@42/10/05@43/01/03
0.359,-0.086,-0.097,-0.088,-0.115,0.718,0.649,0.238,0.679,0.508,0.147,-0.695,-0.617,-0.087,-0.252,-0.177,-0.002,0.405,-0.652,-0.973,-1.593,-2.513,-1.994,-0.003,0.114,0.657,10/03/01@12/01/01@12/04@14/10@16/01
0.435,-0.34,-0.417,-0.81,-0.675,0.813,0.337,-0.155,0.226,0.125,-0.057,-0.651,-0.626,-0.452,-0.063,-0.503,-0.473,0.018,-1.312,-0.806,-1.124,-2.43,-1.866,-0.122,0.125,0.704,12/01/01@12/04@16/01@16/03/03
0.346,-0.057,-0.432,-0.139,-0.291,0.896,0.356,-0.07,0.178,-0.082,0.128,-1.013,-0.675,0.108,0.257,-0.688,-0.339,0.134,-1.249,-0.487,-1.382,-2.603,-2.173,0.21,0.341,0.673,12/01/01@12/04@16/01@16/03/03
0.12,-0.084,-0.408,-0.301,-0.246,0.47,0.583,0.213,0.334,0.003,-0.03,-0.932,-0.712,0.076,0.565,-0.54,-0.092,0.367,-0.653,-0.788,-1.269,-1.712,-1.55,-0.082,0.292,0.832,12/01/01@16/03/03
0.34,-0.223,-0.815,-0.644,-0.65,0.578,0.325,-0.177,0.212,0.007,-0.367,-0.361,-0.84,-0.336,-0.284,-0.334,-0.504,-0.324,-0.774,-0.854,-0.785,-1.799,-0.924,0.026,-0.323,0.655,12/01/01@12/04@16/01@16/03/03
-0.085,-0.05,-0.562,-0.97,-0.692,0.498,0.488,0.022,0.366,0.2,-0.619,-0.483,-0.458,-0.239,-0.201,-0.169,-0.022,0.456,-0.748,-0.435,-1.104,-1.991,-1.697,0.726,-0.117,0.613,12/01/01@12/04@16/01
-0.234,-0.469,-0.687,-0.714,-0.684,0.589,0.129,-0.27,-0.098,-0.106,-0.285,-0.334,-0.459,-0.087,0.338,-0.309,-0.285,0.25,-0.73,-0.744,-1.083,-2.174,-2.069,-0.003,0.112,0.978,12/01/01@12/04@16/01
0.14,-0.49,-0.719,-0.798,-0.117,0.13,0.357,-0.008,0.183,0.175,-0.48,-0.381,-0.396,0.052,0.132,-0.046,-0.213,-0.121,-0.336,-0.765,-0.867,-1.93,-0.712,-0.055,0.021,0.679,12/01/01@12/04@16/01
0.3,-0.337,-0.675,-0.814,-0.734,0.621,0.354,-0.185,0.12,0.028,-0.201,-0.254,-0.684,-0.162,-0.183,-0.265,-0.421,0.035,-0.92,-0.905,-1.038,-2.232,-1.506,-0.016,-0.098,0.758,12/01/01@16/01
0.049,-0.368,-0.96,-0.837,-0.762,0.156,-0.182,-0.35,-0.314,-0.458,-0.241,-0.346,-0.71,-0.001,0.235,-0.604,-0.192,0.297,?,-0.697,-0.879,-1.744,-1.429,-0.121,-0.02,0.621,12/01/01@12/04@16/01@16/17/09
?,?,?,?,1,0.415,?,?,?,?,0,2.434,0.531,?,0.94,0.066,?,?,-0.471,?,?,?,?,-0.308,?,?,12/01/01@12/04/02
0.138,-0.505,-0.407,-0.496,-0.737,0.107,0.094,-0.113,0,-0.129,-0.451,-0.723,-0.631,0.083,-0.07,-0.395,-0.964,-0.383,-0.304,-0.289,?,-1.771,-1.642,0.519,-0.454,-0.053,12/01/01@12/04@16/01
-0.09,-0.652,-0.422,-0.494,-0.368,0.48,0.353,-0.142,0.053,-0.077,-0.04,-1.036,-0.97,0.208,-0.061,-0.451,-0.034,-0.151,-0.737,-0.065,-1.49,-2.618,-2.082,-0.129,0.693,0.558,12/01/01@12/04@16/01
0.326,-0.281,-0.441,-0.518,-0.657,0.585,0.479,-0.04,0.506,0.098,-0.12,-0.197,-0.564,-0.121,-0.043,-0.362,-0.079,0.012,-0.846,-0.788,-1.241,-2.48,-1.719,-0.016,0.055,0.794,12/01/01@12/04@16/01
0.18,-0.02,-0.4,-0.57,-0.43,0.4,-0.07,-0.24,-0.35,-0.13,-0.3,-0.08,-0.11,-0.118,-0.01,-0.21,0.91,-0.2,0.05,-0.44,-1.065,-1.2,-1.03,-0.06,-0.35,0.93,12/01/01@12/04@16/01
0.402,-0.195,-0.263,-0.519,-0.356,0.785,0.582,0.102,0.397,0.207,0.109,-0.737,-0.896,-0.269,-0.164,-0.434,-0.26,-0.261,-0.959,-0.617,-1.301,-2.485,-2.114,-0.058,0.299,0.649,12/01/01@12/04@16/01
0.28,-0.064,-0.671,-0.598,-0.548,0.39,0.372,0.034,-0.082,-0.492,-0.28,-0.609,-0.793,0.107,0.571,-0.463,-0.382,0.113,-0.669,-0.649,-2.095,-2.911,-2.272,-0.311,0.117,0.699,12/01/01@12/04@16/01
0.315,-0.065,-0.225,-0.252,-0.119,?,0.348,0.062,0.225,0.102,0,-0.316,-0.68,0.39,0.355,-0.445,-0.057,0.001,-1.428,-0.765,-1.343,-2.23,-2.055,-0.018,?,0.96,12/01/01@12/04@16/01
0.185,-0.02,-1.019,-0.667,-0.9,0.327,0.372,-0.376,?,0.078,0.026,-0.697,-0.584,-0.238,0.273,-0.557,0.038,0.195,-1.262,-0.241,-0.169,-0.962,-0.489,-0.257,?,0.88,12/01/01@12/04@16/01@16/17/09
0.371,-0.298,-0.751,-0.779,-0.66,0.611,0.412,-0.048,0.079,-0.129,-0.221,-0.316,-0.554,0.072,-0.22,-0.34,-0.468,0.191,-1.245,-0.845,-1.394,-2.289,-1.937,0.107,0.154,0.583,12/01/01@12/04@16/01
0.36,-0.223,-0.171,-0.286,-0.258,0.46,0.095,-0.183,0.02,-0.1,0.01,-0.784,-0.926,-0.2,-0.065,-0.291,-0.205,-0.179,-0.593,-0.338,-1.245,-2.537,-1.542,0.023,0.403,0.622,11/04/01@12/01/01@12/04@16/01@16/03/03
0.2,-0.319,-0.356,-0.537,-0.391,0.61,0.023,-0.277,-0.113,-0.224,-0.03,-0.969,-1.14,-0.423,-0.303,-0.357,-0.252,-0.329,-0.556,-0.531,-1.279,-2.585,-1.621,0.032,0.336,0.587,11/04/01@12/01/01@12/04@16/01@16/03/03
-0.01,-0.52,-0.512,-0.428,-0.76,0.629,0.34,0.044,-0.087,-0.021,-0.169,-0.54,-0.971,0.388,-0.364,-0.63,-0.283,0.156,-1.453,-0.732,-1.543,-2.801,-2.243,-0.14,0.175,0.602,12/01/01@12/04@16/01
0.169,-0.43,-0.607,-0.73,0.341,0.252,-0.071,-0.563,-0.231,-0.312,-0.249,-1.147,-1.289,-0.344,-0.438,-0.806,-0.463,-0.328,-1.154,-0.424,-1.163,-2.329,-1.871,-0.027,-0.056,0.439,12/01/01@12/04@16/01
0.334,-0.107,-0.247,-0.193,-0.194,0.706,0.299,0.025,0.127,0.052,0.066,-0.46,-0.814,-0.113,0.082,-0.375,-0.201,-0.115,-0.795,-0.423,-1.473,-2.845,-2.09,?,0.144,0.673,12/01/01@12/04@16/01
?,-0.023,-0.194,0.198,0.14,?,0.095,0.077,-0.014,-0.159,?,0.085,0.062,-0.059,0.189,-0.394,0.542,-0.129,-0.587,-0.785,-0.344,-0.53,-0.385,0.019,-0.686,-0.389,12/01/01@42/16
0.332,0.524,-0.112,0.516,0.393,0.589,0.351,0.068,0.297,0.2,0.495,0.084,0.169,0.108,1.269,0.048,0.22,0.252,-0.022,0.757,0.238,-0.013,-0.812,-0.096,0.164,-0.455,01/06@12/01/01@42/16
0.024,0.267,-0.088,-0.228,-0.004,0.345,0.228,0.204,0.459,0.29,0.452,0.419,0.186,-0.777,-0.536,-0.043,0.142,-0.273,-0.594,-0.542,0.512,0.053,-0.456,-0.002,-0.683,-0.458,12/01/01@42/16
-0.088,0.06,-0.16,0.32,0.07,0.215,0.037,0.24,0.042,0.001,0.236,-0.23,0,-0.08,-0.19,-0.325,0.22,0.17,-0.54,-0.495,-1.649,?,-4.17,-0.11,-0.884,-0.62,12/01/01@42/16
0.3,0.292,-0.397,-0.174,-0.089,0.1,0.416,0.375,0.209,-0.118,0.04,-0.011,0.182,-0.103,0.173,-0.12,0.344,0.397,-1.063,-0.399,-0.146,-0.04,-0.083,-0.273,-0.758,-0.089,12/01/01@42/16
0.28,0.44,-0.005,-0.017,-0.073,0.318,0.385,0.147,0.284,-0.313,0.014,0.117,0.182,0.177,0.633,-0.424,0.369,0.378,-0.728,-0.236,0.172,0.262,0.36,-0.228,-1.019,-0.45,12/01/01@42/16
0.206,-0.18,-0.439,-0.368,-0.483,0.202,-0.021,0.089,-0.02,0.025,-0.14,0.159,-0.126,-0.318,-0.099,-0.195,-0.013,-0.106,-1.053,-1.058,0.181,-0.377,-0.329,-0.079,-1.023,-0.331,12/01/01@42/16
-0.05,0.115,-0.382,-0.308,-0.242,0.557,0.503,0.398,0.451,0.624,0.431,0.123,0.239,-0.554,-0.105,-0.506,0.111,-0.145,-1.018,-0.421,0.123,-0.301,-0.405,0.796,-1.149,-0.499,12/01/01@16/03/03@42/16
0.175,0.212,0.171,0.327,0.666,0.361,0.56,-0.438,0.453,0.55,0.411,0.225,0.126,0.29,0.216,-0.649,0.182,-0.096,-1.117,-0.094,0.167,0.081,-0.5,-0.186,-0.712,-0.475,12/01/01@42/16
0.241,0.312,0.141,0.353,0.64,0.459,0.084,0.09,0.224,0.172,0.232,0.237,0.239,-0.028,0.141,-0.224,-0.106,-0.119,-0.155,-0.578,0.169,-0.068,-0.533,-0.068,-0.994,-0.456,12/01/01@42/16
