@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_30_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_60_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___60_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.022,0.3,0.43,0.649,0.701,-0.048,-0.011,0.204,0.144,0.025,0.029,-0.067,0.182,0.189,0.141,0.046,0.214,0.111,0.055,0.11,0.015,0.253,-0.243,0.844,0.374,0.031,-0.221,0.101,0.229,-0.024,0.012,2.012,1.909,1.962,-0.082,0.274,0.138,?,0.047,01/03/10@01/03/13@30/01/09/07
0.197,0.45,0.44,0.43,0.05,?,0.36,0.36,0.58,0.36,0.41,0.35,0.234,-0.476,-0.541,-0.841,-0.569,-0.686,-0.631,0.034,0.27,0.939,0.42,0.601,0.339,0.389,0.498,0.159,0.382,0.379,0.25,0.7,0.82,0.89,-0.253,0.007,0.56,0.792,0.423,01/03/01/01@01/03/04@01/03/10@01/04
-0.058,-0.96,-0.79,-0.665,-0.838,0.313,0.383,-0.119,0.075,-0.026,0.097,-0.119,0.09,-1.333,-0.991,-0.788,-0.497,-0.521,-0.408,-0.649,-1.315,0.355,-0.445,-0.158,1.974,1.8,1.632,0.135,-1.7,0.576,-0.087,-1.515,-2.341,-1.686,-0.133,0.173,0.091,0.178,0.763,01/03/04@20/01/15
-0.21,0.58,0.943,?,1.204,-0.62,-0.219,0.441,0.21,0.093,0.594,?,0.8,0.547,?,0.781,1.031,0.736,1.16,1.014,0.18,0.373,0.132,0.045,0.274,0.159,-0.038,0.601,0.181,0.096,?,0.731,0.712,0.737,0.245,-0.097,-0.431,-0.042,0.048,01/03/04@01/07/01@16/01
0.17,0.601,0.763,0.848,1.082,-0.02,-0.093,0.254,0.614,0.387,0.142,0.05,0.41,0.455,0.251,0.118,0.026,-0.31,-0.145,-0.084,0.062,0.155,-0.232,0.153,-0.503,-0.601,-0.692,-0.285,0.704,-0.426,-0.274,-0.417,-0.075,-0.222,0.101,0.282,0.055,-0.008,-0.493,01/02@01/03/07@01/20/37/01@16/21/05@16/21/07@20/01/15@32/01/01@32/07/07@34/11/11
-0.185,-0.048,0.122,-0.048,?,-0.409,-0.532,-0.239,-0.594,-0.222,-0.564,-0.649,-0.235,-0.338,-0.121,-0.332,-0.425,-0.889,-0.486,-0.592,0.093,0.19,-0.175,-0.097,0.396,-0.533,-0.527,-0.169,0.707,-0.037,-0.134,-0.529,-0.16,0.022,-0.012,0.207,0.08,?,-0.516,01/03/04/01@01/03/04/03@01/03/13@14/10@16/01@16/17/09@16/19@30/05/01@40/01/03/01
0.02,-0.19,-0.05,-0.36,-0.21,-0.105,-0.27,-0.12,-0.22,-0.29,-0.38,-0.28,0.193,-0.856,-0.902,-0.729,-0.661,-0.784,-0.343,-0.247,-0.499,-0.14,0.247,-0.262,-0.485,-0.51,?,-0.112,-1.507,-0.618,-0.448,-1.18,-1.27,-0.72,-0.032,0.26,1.527,-0.987,-0.062,01/03/04/01@01/03/07@01/04@16/17/07
0.083,0.741,1.098,0.978,1.086,-0.055,0.024,0.44,0.865,0.782,0.383,0.475,0.522,-0.14,-0.345,-0.22,-0.592,-0.75,-0.452,0.615,-0.089,0.397,0.205,-0.383,-0.548,-0.848,-0.886,-0.533,0.357,?,-0.339,-0.168,-0.095,-0.687,0.86,-0.285,0.078,-0.239,-0.3,01/02@01/03/07@01/20/37/01@16/21/05@16/21/07@20/01/15@32/01/01@32/07/07@34/11/11
0.539,0.391,0.363,0.105,0.33,0.595,0.19,0.051,0.154,0.397,0.131,0.23,0.674,0.864,0.213,-0.376,-1.212,-1.358,-0.936,-0.257,0.875,-0.372,0.386,1.07,0.593,-0.357,-0.361,-0.602,0.543,0.29,-0.454,0.322,0.653,0.068,-0.056,0.142,-0.18,0.245,-0.209,01/05@02/16/03@02/45@16/01@42/04@42/16
-0.2,-1.359,-1.258,-1.386,-1.275,-0.46,-0.672,-0.731,-1.149,-1.286,-1.088,-1.045,-0.45,-1.761,-2.268,-2.076,-0.979,-0.771,-0.415,-0.76,-0.733,-0.169,-0.55,-1.278,0.144,-0.213,-0.287,-0.11,0.315,0.056,-0.024,-1.886,-2.01,-1,-0.086,0.107,-0.02,-0.364,-1.005,01/01/11@01/05/02/07@02/09@02/10@16/21/07
0.13,0.154,-0.05,-0.04,0.2,0.245,0.3,-0.06,0.53,0.56,0.47,0.27,0.13,0.33,0.32,0.04,0.05,0.17,-0.1,-0.08,0.23,0.38,0.15,0,0.12,-0.06,-0.17,0.02,-0.44,0.17,0.07,0.63,0.73,0.18,0.59,-0.69,0.17,0.09,-0.4,10/01/05@11/02/03/04/03
0.09,0.1,0.17,0.585,0.594,-0.18,-0.27,-0.16,-0.34,-0.14,-0.397,-0.11,-0.09,0.458,0.146,0.204,0.01,0.44,0.173,0.106,0.4,0.46,0.969,0.13,-0.155,-0.56,-0.04,-0.184,1.07,0.425,-0.8,0.626,0.27,0.305,0.35,-0.07,-0.38,-0.1,-0.866,01/05/02/04@01/05/02/07@02/01@02/10@16/21/11
0.151,0.91,0.58,1.19,1.09,-0.411,-0.33,0.1,-0.04,-0.07,-0.23,-0.05,0.052,0.3,0.12,-0.13,-0.31,-0.47,-0.18,0.2,0.318,-0.074,0.711,0.13,-0.147,-0.72,-0.84,0.01,0.979,0.809,0.063,-1.21,-0.8,-0.44,-0.05,0.229,0.248,0.066,0.29,12/07@14/10@20/01/01/01/01@34/01/01/01
0.078,0.322,-0.019,0.125,0.403,0.184,-0.029,0.021,0.142,-0.206,-0.031,0.039,-0.087,0.146,-0.116,0.144,0.037,-0.279,-0.034,0.307,-0.024,0.264,-0.013,0.124,0.374,-0.269,-0.124,-0.105,0.692,0.247,-0.029,-0.262,-0.315,-0.087,0.894,-0.528,0.05,-0.552,-0.242,01/04@02/13/03@14/10@16/01@16/19/03@20/03/22@42/16
0.056,0.365,0,0.174,0.096,0.339,0.121,0.082,0.068,-0.081,0.015,0.087,0.241,0.005,0.839,0.672,0.271,0.087,-0.138,0.118,-0.213,-0.222,-0.095,0.493,0.536,0.147,0.115,?,-0.831,-0.702,-0.964,0.494,0.363,0,-0.078,0.156,-0.055,-1.205,-0.523,02/13@14/01@14/10@20/01/01/01/01@34/01/01/01
-0.018,0.101,0.129,0.223,0.512,0.147,0.157,-0.014,0.388,0.03,0.239,0.272,-0.06,0.25,0.161,0.037,-0.053,-0.092,-0.131,0.095,-0.01,-0.223,-0.206,0.225,0.157,-0.192,-0.14,0.195,-0.041,-0.155,-0.373,0.471,0.269,0.191,0.851,-0.562,-0.352,-0.499,0.05,02/13/03@14/10@16/01@32/01/07
?,0.185,-0.295,0.037,0.215,?,0.239,-0.004,-0.12,-0.237,-0.13,0.101,?,0.006,0.46,0.067,0.049,0.366,-0.22,0.252,0.371,0.044,-0.062,0.489,0.324,0.208,0.097,-0.013,-0.417,-0.15,-0.301,0.84,0.627,0.345,-0.197,-0.005,0.427,-0.581,-0.477,02/13/03@14/10
0.197,-0.59,0.03,0,0.04,0.23,0.24,-0.11,0.08,-0.05,-0.04,-0.02,-0.21,0.26,-0.282,-0.37,-0.345,-0.53,-0.17,0.02,-0.254,0.09,0.78,0.17,0.26,-0.05,0.18,?,-0.89,0.06,-0.63,-0.86,0.14,-0.98,-0.03,0.01,0.16,-0.652,0.01,14/10
0.234,0.5,0.13,0.69,0.44,-0.463,0.33,0.41,0.1,0.08,0.21,0.38,0.68,0.253,0.523,0.273,0.773,0.959,0.46,0.919,-0.138,0.065,0.154,0.002,0.117,0.051,0.019,0.321,-0.434,0.182,-0.118,0.74,-0.97,0.09,-0.124,0.152,-0.228,-0.102,-0.463,02/13/03@14/10@42/16
0.24,0.561,-0.158,0.168,0.246,0.1,0.892,1.415,0.771,0.439,0.508,0.615,0.68,0.987,0.897,0.619,0.155,0.827,0.107,0.386,0.149,0.223,0.067,0.37,0.438,0.411,0.193,0.509,-0.314,-0.147,-0.329,0.061,0.464,0.016,-0.085,0.101,0.446,?,-0.369,01/07@14/10
-0.34,-0.18,-0.22,0,0,-0.275,-0.303,-0.17,-0.17,-0.09,-0.21,-0.3,-0.11,0.62,0.24,0.47,-0.09,0.048,0.12,0.14,0.21,0.29,0.01,-0.06,0.4,-0.07,0.14,0.16,0.48,0,0.26,0.2,0.13,0.14,-0.45,0.18,-0.21,-0.266,-0.31,02/13/03@40/01@42/01
-0.6,-1,-1.18,-1.16,-1.23,0.516,0.2,-0.24,0.12,0.01,0.29,0.12,-0.345,-0.431,-0.208,0.072,0.435,0.501,-0.214,0.169,-0.71,0.034,-0.648,-1.285,0.774,0.273,0.218,0.016,-0.335,0.659,0.263,-0.48,-1.87,-1.13,-0.116,-0.015,0.545,0.334,0.183,01/05/13@11/02/03/04@11/04/01@11/06/01
-0.493,-0.816,-0.485,-0.112,-0.085,0.171,0.141,0.025,0.402,0.489,0.396,0.304,0.138,-0.184,-0.127,-0.018,0.165,0.573,0.109,0.008,-0.353,0.168,-0.426,-1.431,0.453,0.362,0.33,0.14,-0.682,0.138,-0.104,-0.311,-1.259,-0.701,-0.286,0.11,0.202,0.018,0.056,11/04/01@12/01/01@14/10
-0.435,-0.823,-0.744,-1.29,-0.936,-0.511,-0.471,-0.356,-0.196,-0.151,-0.148,-0.117,-0.837,-0.316,-0.352,-0.357,-0.402,-0.636,-0.413,-0.743,-0.15,0.676,-0.082,-1.362,-1.308,-1.009,-0.197,-0.037,0.598,?,0.137,-1.04,-0.737,-0.442,-0.123,0.098,0.051,-0.173,-0.457,10/01/02@10/01/05/01@10/01/05/03@11/02/03/04@11/04/01@11/04/03/01@12/04/01@16/01@16/03/01@16/03/03@16/19/03@18/02/09@40/01@43/01/03@43/03
0.302,-0.189,0.1,0.085,0.204,0.007,-0.433,-0.24,-0.35,-0.469,-0.414,-0.347,-0.108,-0.704,-0.742,-0.465,-0.513,-0.671,-0.228,-0.188,-0.172,0.093,-0.32,-0.441,-1.517,-0.821,-0.642,-0.444,0.158,-0.523,-0.544,-0.426,-0.493,-0.574,0.01,-0.116,0.228,-0.128,-0.44,01/03/01@01/03/04@01/03/16/01@01/03/16/03@11/04/01@16/03/01@16/03/03@16/17/09@32/10/03
-0.228,-1.061,-1.117,-0.866,-0.868,0.629,0.169,0.213,-0.077,0.006,0.072,?,-0.02,-0.674,-0.379,-0.255,-0.012,0.222,0.132,-0.376,-1.723,-0.376,-1.036,-1.39,0.608,0.382,0.486,-0.064,-2.036,0.306,0.087,-0.699,-1.224,-1,-0.162,0.043,0.39,-0.055,0.658,01/03/16@10/03/01@11/04/01@12/01
-0.119,0.816,0.117,-0.02,-0.176,0.667,0.306,0.23,?,0.353,-0.007,-0.085,0.138,-0.165,0.839,0.544,0.655,1.26,0.086,0.062,0.399,1.309,0.531,0.201,?,0.162,0.632,?,-0.442,0.658,0.483,1.026,0.564,-0.162,0.788,-0.755,0.416,?,-0.293,99
0.022,-0.119,-0.191,-0.471,-0.168,0.286,0.125,0.089,0.255,0.364,0.021,0.139,0.205,0.91,0.318,0.324,0.048,0.072,-0.297,-0.205,0.063,-0.414,-0.678,0.054,0.476,0.051,0.034,0.043,-0.771,-0.626,-0.857,0.404,?,-0.163,-0.062,0.162,?,?,0.125,20/01/21@20/09/01
0.323,0.07,-0.13,-0.05,-0.3,0.251,0.48,0.38,0.5,0.14,0.44,0.48,0.168,0.303,-0.042,0.273,0.516,0.666,-0.321,0.465,-0.085,-0.359,-0.39,0.254,0.447,0.619,0.378,0.279,-1.247,-0.682,-0.476,-0.35,-0.17,0.07,-0.186,0.094,0.466,?,0.482,11/04/01@11/04/02
-0.11,-0.436,-0.192,-0.216,-0.125,-0.04,0.012,-0.084,0.087,0.253,0.128,0.174,-0.22,-0.617,-0.435,-0.296,-0.131,-0.207,-0.236,-0.254,-0.1,0.189,-0.281,-0.252,0.123,-0.096,-0.127,-0.141,0.21,0.154,-0.091,-1.022,-1.048,-0.277,-0.042,0.225,0.355,-0.062,0.099,11/04/01@11/04/02
?,0.301,-0.043,-0.123,-0.027,0.071,-0.006,0.296,0.452,0.331,0.188,-0.089,-0.322,0.431,0.543,0.335,0.404,0.273,-0.07,0.019,0.493,0.691,0.611,0.322,0.265,0.217,0.196,0.406,0.289,0.466,0.155,1.104,1.019,0.706,-0.171,0.082,0.428,-0.164,-0.67,01/03/16@10/01/05@11/02/01@11/04/01
-0.125,-1.07,-0.958,-0.966,-1.143,0.771,0.619,0.096,0.348,0.412,0.328,0.333,-0.021,-0.716,-0.962,-0.514,-0.037,-0.251,-0.139,-0.243,-1.26,-0.166,-0.533,-0.991,0.323,-0.035,0.05,-0.282,-1.407,-0.197,-0.314,-1.741,-2.844,-2.358,-0.05,0.186,0.035,-0.127,0.168,10/01/09/05@11/04/01@11/06/01@12/01@16/01@16/03/03@42/10/03@42/10/07
-0.06,-0.24,0,-0.36,-0.21,0.059,-0.32,-0.24,-0.4,-0.23,-0.21,-0.19,-0.44,-0.15,0.5,0.887,-0.06,-0.22,0.52,0.03,0.63,0.83,0.76,-0.03,0.088,-0.08,0.379,-0.2,0.37,-0.141,0.28,-0.397,-1.1,-0.3,-0.06,-0.03,-0.05,-0.05,0.39,11/04/01
-0.153,-0.747,-0.819,-0.802,-0.849,0.67,0.36,-0.207,0.309,0.474,0.385,0.067,0.174,-0.038,0.042,-0.121,0.366,0.094,-0.059,-0.454,-0.893,-0.254,-0.7,-0.958,0.656,0.151,0.292,0.349,-1.171,0.21,-0.128,-0.071,-1.084,-0.419,-0.055,0.049,0.389,-0.188,0.18,11/02/01@11/04/01@11/06/01@16/03/03
-0.298,-1.148,-0.936,-0.763,-0.745,0.567,0.263,-0.407,-0.005,0.254,0.196,-1,0.117,-0.557,-0.312,-0.137,0.229,0.042,-0.096,-0.353,-1.564,-0.333,-0.98,-1.159,0.666,0.25,0.362,-0.132,-1.449,0.424,-0.041,-0.765,-1.538,-1.475,-0.224,0.195,0.413,-0.055,0.116,11/04/01@11/04/02@16/03/03
-0.333,-0.913,-0.601,-0.672,-0.607,0.477,0.064,-0.185,-0.148,0.138,0.164,-0.113,0.14,-0.609,-0.19,0.142,0.102,-0.171,-0.165,-0.966,-0.637,0.392,-0.509,-1.21,?,?,?,-0.251,-1.238,0.041,-0.506,-0.413,-0.876,-0.35,0.629,-0.518,0.421,-0.23,-0.193,10/01/02@10/01/05/01@10/01/05/03@11/02@11/04/01@11/04/02@11/04/03/01@12/04/01@12/07@16/01@16/03/01@16/03/03@16/19/03@20/01/21
-0.204,0.667,0.735,0.741,0.844,0.205,0.318,0.336,0.445,0.726,0.401,0.722,0.478,0.148,0.048,-0.227,-0.205,0.091,0.194,0.072,0.827,0.05,-0.29,0.496,0.366,-0.201,0.191,0.216,-0.221,0.07,-0.124,1.493,1.11,0.472,0.749,-0.531,0.02,-0.351,-0.139,11/02/03/01@11/02/03/04
?,0.037,0.057,-0.178,-0.136,?,-0.087,0.02,0.058,0.076,0.031,0.162,-0.158,-0.092,0.282,?,-0.977,-0.204,-0.199,-0.132,0.306,0.341,0.201,-0.179,-0.37,-0.409,0.107,-0.374,0.222,?,0.075,1.203,0.499,-0.349,-0.208,0.081,0.532,0.27,-0.068,11/02/03/01/01@11/02/03/04@32/01/03@34/11/03/13
-0.05,-0.063,-0.034,0.05,-0.086,-0.24,-0.059,0.015,0.21,0.124,-0.051,0.261,-0.16,-0.132,-0.372,-0.165,-0.201,-0.512,-0.421,-0.439,-0.075,0.033,-0.044,-0.095,-0.071,-0.323,-0.227,0.115,-0.152,-0.609,-0.443,0.048,0.052,0.399,-0.014,0.147,-0.321,-0.455,-0.236,14/04@14/10@16/01@20/01/10@20/09/07/06@20/09/07/25@20/09/13@20/09/18/09/01@42/09
0.201,0.142,0.2,0.157,0.048,-0.172,0.042,0.161,0.38,0.192,0.173,-0.076,0.03,0.059,-0.347,-0.578,-0.441,-0.433,-0.607,-0.5,-0.244,-0.185,-0.324,-0.381,-0.151,-0.282,-0.273,-0.456,0.225,-0.032,-0.057,0.499,0.238,-0.077,-0.11,0.114,0.046,-0.335,-0.227,14/04@14/10@16/01@20/09/07/25@20/09/13@20/09/18/09/01@42/08@42/09
0.073,-0.45,-0.09,-0.12,-0.17,-0.579,-0.45,-0.15,-0.47,-0.27,-0.01,-0.26,-0.51,-0.47,0.4,-0.1,-0.4,0.06,0.15,-0.08,0.12,0.54,0.49,-0.17,0.54,0.094,0.14,0.34,-0.31,0.204,-0.163,-0.61,-1.01,-0.03,-0.48,-0.12,0.208,0.341,-0.03,14/13/01/01@42/07
0.18,0.26,0.25,0.183,0.08,0.46,0.414,0.295,0.679,0.777,0.5,0.396,0.51,0.365,-0.19,-0.022,-0.002,-0.099,-0.161,-0.394,-0.415,-0.521,-0.452,-0.289,-0.01,0.027,0.124,-0.026,-1.69,0.052,0.011,1.573,1.468,0.913,-0.188,0.057,-0.216,0.08,-0.22,14/01@14/04@16/01@20/01/10@32/01/07
