@RELATION 'derisi0.names'

@ATTRIBUTE r1                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
2914,4139,3644,2352,2917,1.11,1.04,0.64,0.9,1.11,1.56,1442,1940,1950,2228,2249,11/02/03@11/04/03/01@16/19/03
3216,5175,5465,3244,2904,0.62,0.67,0.99,1.61,1.45,1.01,1166,2064,3560,3989,1182,20/01/09@20/03@20/09
1800,2888,2354,1352,1288,1.22,1.31,0.75,0.82,1.02,1.33,535,815,769,764,711,99
2672,3874,4507,2525,3584,0.84,0.83,0.46,1.19,2.17,2.17,1192,1490,957,2526,2570,01/03/01@01/04@12/01@12/04@14/04@16/01@16/06@16/19/05@20/09/07/05@20/09/07/25@20/09/13@20/09/18/09/01@34/05/02@42/16@42/19@42/25
5075,5460,7790,3497,4057,0.91,0.92,0.76,1.1,2.04,1.32,2407,3905,7736,6284,3167,02/13@14/01@14/10@20/01/01/01/01@34/01/01/01
2927,3723,3068,2265,1923,1.14,1.54,1.1,0.88,1.02,0.91,1481,1993,1312,1708,1342,01/04@14/07/03@32/01
3998,4220,3081,3660,1913,0.94,1.33,2.29,1.06,0.81,0.44,2234,2793,8319,1580,975,11/02/01@11/04/01@11/06/01@16/03/03
3246,4342,2255,2927,1252,1.61,2.28,3.39,0.62,0.41,0.29,2111,2329,1340,932,622,01/05@01/06/06/11@14/07@42/01
4540,5341,4159,3286,3392,1.04,1.03,0.81,0.96,0.84,1.23,2014,3277,1907,2244,2492,01/04@16/01@16/19/03@20/01/01/01/01@20/01/01/07/08@20/01/25@20/01/27@20/03/25@20/09/13@32/07/05@34/11/03
2208,4308,4039,1741,2305,1.12,1.25,0.55,0.89,1.14,1.82,948,1285,1270,2461,1709,99
22264,21759,18177,16293,9393,1.24,1.33,1.76,0.81,0.85,0.57,15490,21311,14336,16557,8788,01/04@10/01/03@10/03/01@10/03/02@14/01@14/04@14/07@14/10@16/01@16/19/03@18/02/01@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/01/01/01@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
1583,4795,3599,2520,1841,1.05,1.17,1.37,0.95,0.76,0.73,1545,760,1142,1872,1125,14/04@20/09/07/05@20/09/13
6871,6886,5121,5245,3737,1.09,1.2,1.44,0.92,0.79,0.69,4380,5798,3078,3641,3043,20/03/01/01
4741,5650,5173,3277,2177,1.08,1.1,1.53,0.93,1.09,0.65,2081,3518,2062,3455,1363,01/05/25@16/01@18/02/01/01@30/05/01/10@32/01/03@32/07/07@34/11/03/13
4902,5602,4351,3573,2311,0.9,1.21,1.76,1.11,0.89,0.57,1849,3619,2791,2896,1051,20/09/01
4728,3518,5013,2847,3808,0.93,1.08,0.63,1.08,2.63,1.59,1981,3537,1637,3407,3131,01/05/25@14/04@20/01/10@20/09/13@43/01/03/09
2043,3005,3003,1804,1901,0.76,0.96,0.74,1.32,1.75,1.35,928,1009,1156,1590,1262,10/01/05/01
6928,7016,7451,5985,3894,0.82,0.86,1.58,1.22,1.23,0.63,5129,5913,5211,6035,3237,02/11@10/01/03@10/03/01@14/01@14/07@20/01/15@32/01/01@32/07/07@42/25
36251,40066,17864,31214,7232,1.07,1.15,4.74,0.93,0.43,0.21,29401,34935,17722,15793,6204,01/01/09/04/02@01/01/11/04/02@01/05/06/07@01/07/01@01/07/07@02/13@02/16/01@11/02/03/04/01
3980,4589,3792,3167,2676,1.09,1.19,1.13,0.92,0.97,0.88,2301,2967,2651,2426,2039,01/03/01@01/03/04@01/03/16/01@01/03/16/03@11/04/01@16/03/01@16/03/03@16/17/09@32/10/03
9593,8950,4508,9143,2459,0.98,1.36,4.86,1.02,0.46,0.21,6671,8258,6616,2969,1373,12/10
3792,4484,4662,2875,2535,0.95,0.95,1.07,1.05,1.33,0.93,2076,2813,2099,3161,1942,12/04/02@16/19/05
2568,3756,3600,2233,1971,0.88,1.14,0.94,1.14,1.64,1.06,940,1288,775,1677,1001,01/05/02/04@01/05/02/07@01/07@01/20/01/01@16/17/09@16/21/07
24672,20319,10984,22567,5049,0.93,1.13,4.87,1.08,0.52,0.21,21694,23658,15965,9359,4457,10/03/01@12/01/01@12/04@14/10@16/01
4406,4921,4664,4089,2910,0.96,0.94,1.43,1.04,1.2,0.7,2768,3101,1437,2644,1940,20/09/07/03@20/09/07/27
4156,4724,6946,3029,2578,1.16,1.35,1.13,0.86,2.13,0.88,2209,3213,2249,5264,1947,10/03/01/01/03@16/01@18/02/01/02/05
2472,3074,3993,2206,3102,0.86,0.68,0.56,1.16,2.7,1.79,1371,1458,1609,2666,2469,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
11249,10796,4495,8125,3006,0.75,0.97,3.02,1.33,0.36,0.33,7307,10301,7888,3159,2423,20/03/01@20/09/07
5024,5061,3517,3818,2440,0.88,1,1.77,1.14,0.75,0.56,2256,3788,3383,1992,1272,01/06@14/07@20/09/18
4258,4246,8852,2420,3756,0.94,0.87,0.51,1.06,3.33,1.96,1613,3263,3311,7270,3138,14/10@20/09/07/27
3314,4036,3111,2733,1776,1.08,1.31,1.71,0.93,0.85,0.58,1485,2078,646,1176,869,01/04@14/07/03
2791,3906,3964,2428,2460,1.05,1.05,0.82,0.95,1.61,1.22,1310,1549,870,2008,1606,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
2301,3895,2518,1479,956,1.18,1.28,1.9,0.85,0.51,0.53,728,1401,1152,890,383,10/01/03/03@10/01/03/05@10/03/01@16/03/01
25984,27199,27453,21147,11137,2.07,2.36,1.93,0.48,1.04,0.52,20354,25072,18122,26049,10535,32/01/01@32/07/07@34/01/01/01@34/11/03
41546,37209,32965,36163,20709,0.72,0.78,1.87,1.39,0.9,0.53,25962,40055,39188,31294,13911,34/11/03/07@41/01/01@42/01
3435,6570,5850,2202,1932,0.73,1,1.07,1.37,0.99,0.93,1470,2572,6541,4457,1376,01/04@01/05/02@01/05/25@01/06/05@02/25@10/03/01/01@10/03/01/02@10/03/01/03@10/03/02@11/02/03/04@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02/01/01@18/02/05@18/02/09@30/01/05/01/02@30/01/05/01/03@30/01/05/01/06@30/05/01/18@32/01/03@32/01/09@34/05@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03@42/01@43/01/03/05@43/01/03/09
2738,4998,4162,1772,1524,0.9,0.95,1.07,1.11,0.93,0.93,1024,1905,3371,2701,956,11/04/03/01@11/04/03/05@16/03/03
5228,5555,4358,4105,3241,1.25,1.28,1.28,0.8,0.81,0.78,2947,3999,1169,2280,2296,11/04/03/01@16/03/03
6056,5525,3842,4619,3195,0.76,1.09,1.64,1.32,0.74,0.61,3339,4855,4771,2341,2037,20/01/01/01/01@20/09/18/07@34/01/01/01
3877,6500,4453,2288,1387,1.52,1.42,1.8,0.66,0.74,0.56,1310,2444,2380,3068,726,11/02/03/04@40/01
7998,12696,7348,4629,2445,0.92,1.08,2.16,1.09,0.57,0.46,3523,6257,6139,5876,1630,20/01/01/01@20/03/02/03@32/01/03@34/01/01/01@34/01/01/03
1871,2997,2353,1607,1243,1.55,1.14,1.25,0.65,1.01,0.8,645,769,623,705,517,99
3699,4329,3672,2619,2092,1.04,1.01,1.11,0.96,1.03,0.9,1403,2472,2233,2181,1268,14/04@16/01@20/09/07@20/09/13@20/09/16/09/03@42/25
2348,3239,3528,1754,1898,0.91,1,0.73,1.1,1.96,1.37,875,1250,849,1832,1198,01/04@01/07
9128,8344,4374,7343,4533,0.78,1.05,1.67,1.28,0.48,0.6,6357,8031,7498,2941,3806,01/05/06/07@01/06/05@01/07/01@02/01@02/10@02/16/13@02/45@16/19@42/01
7348,7557,3188,6340,2248,1.26,1.45,3.41,0.79,0.34,0.29,5475,6274,3353,1859,1604,10/03/01@14/13@16/09@18/02/01/02/03@34/11/12
9923,6333,3784,6847,2137,0.54,1.05,3.9,1.85,0.53,0.26,6013,8913,3529,2208,1540,10/01/09/05@11/04/01@11/06/01@12/01@16/01@16/03/03@42/10/03@42/10/07
6799,7818,6697,5228,3890,1.11,1.23,1.35,0.9,0.94,0.74,2853,5542,6795,5001,2116,14/10@16/01@20/09/18/09/01@40/01@42/04/03@43/01/03/05
5205,5004,5825,4154,5409,0.73,0.82,0.66,1.37,1.64,1.52,2804,3941,2095,3831,4221,34/01/01/01
3326,3821,2798,3032,1763,1.14,1.29,2.03,0.88,0.89,0.49,1450,2118,1816,1267,715,10/03/01/01/11@11/02/03/04@18/02/01
2978,3608,3124,2410,1790,1.1,1.44,1.37,0.91,1.19,0.73,877,1807,1188,1544,640,01/06@11/02/03/01@11/02/03/04
3998,5306,6316,2707,2726,0.63,0.78,0.91,1.59,1.52,1.1,1922,3127,6105,4991,2111,01/01/09/06/02@01/02/02@01/07/01@14/13@16/21/17
1984,3236,4636,1412,1475,0.92,1.08,0.75,1.09,2.7,1.33,653,1129,2645,3006,865,01/07@14/07/01
2976,3777,3515,2989,2303,1.23,1.33,1.31,0.81,1.12,0.76,2203,2075,2596,2015,1688,01/03/04/01@01/03/04/03@01/03/13@14/10@16/01@16/17/09@16/19@30/05/01@40/01/03/01
4469,4501,6929,3523,3986,0.8,0.73,0.77,1.25,2.5,1.3,1851,3256,4712,5219,2412,14/04@20/01/10@20/09/16
2358,4398,11462,1702,2481,1,0.8,0.5,1,4.35,2,957,1489,4087,9997,1918,01/05/06/07
20197,19193,10644,12983,7834,1.14,1.18,1.74,0.88,0.53,0.57,7303,18919,10656,8970,4194,02/13/03@11/02/03/01@11/02/03/04
2323,3526,3012,2341,1782,0.96,1.07,1.31,1.04,1.19,0.76,1211,1239,1275,1508,922,10/01/02@10/01/03/03@10/01/09/05@10/03/01/01@16/01@16/03/01@16/19/03
10600,10574,32851,4742,24801,0.71,0.49,0.16,1.41,3.85,6.25,3736,9262,18679,31430,23181,01/01/03/02/01@01/05/02/04@01/05/02/07@02/10@02/16/11@16/21/08
2609,3624,2956,1967,1521,0.94,0.97,1.08,1.06,1.1,0.93,791,1477,1466,1355,732,11/06/02
2584,2817,2356,1772,1260,0.88,0.99,1.37,1.14,1.28,0.73,802,1446,677,766,587,10/03/03@16/01@16/07@30/01/05/05/01@32/01/03@42/04/03@43/01/03/05
1916,3033,2457,1944,1543,0.73,1.12,1.18,1.37,1.25,0.85,1023,924,1262,1051,870,99
27850,20852,7822,17628,3472,0.92,0.98,6.04,1.09,0.34,0.17,16694,26711,17186,6380,2765,12/01/01@12/04@16/01
1751,2829,2268,1447,1223,1.05,1.2,1.02,0.95,1.18,0.98,565,724,693,938,555,10/01/05/03/01@10/03/02/01@16/01
19546,13572,7725,19169,5811,0.85,0.92,3.56,1.18,0.54,0.28,18190,18439,11340,6138,5107,12/01/01@12/04@16/01
1418,2403,1967,1312,1200,0.67,1.01,0.78,1.49,1.3,1.28,452,377,548,634,581,01/05/03@01/06@42/01@43/01/03/05
2524,4105,4107,2644,2066,0.79,0.89,1.08,1.27,1.41,0.93,1412,1254,758,2275,1302,14/04@20/09/13
4415,4534,5592,3417,3018,1,1.2,1.1,1,1.89,0.91,2295,3149,3066,4131,2095,14/10@16/01@16/07@20/09/14@34/05@42/04/03
1616,2871,2453,2127,18927,0.84,1.12,0.07,1.19,1.39,14.29,1270,684,831,1056,18225,01/04@01/05/02/04@01/05/02/07@02/01/01@02/01/03
5754,5749,3656,4683,1980,1.32,2,3.03,0.76,0.59,0.33,3415,4710,1133,1853,1126,20/01/13@42/01
24456,18784,8645,19693,6052,0.7,0.93,3.58,1.43,0.41,0.28,18033,23097,9628,6614,5039,12/01/01@12/04@16/01
3289,3997,3965,2751,2508,0.99,0.98,0.92,1.01,1.47,1.09,1461,2023,1161,2003,1580,42/01
2202,3295,2423,1693,1758,1.27,1.28,0.8,0.79,0.91,1.25,886,1267,1121,1097,1111,14/10
2861,3674,2658,2311,1856,1.68,1.56,1.11,0.6,0.85,0.9,1099,1739,3651,1267,992,10/01/03@10/01/05@10/03/02@10/03/04@16/03/01
1950,4285,4103,2602,2625,0.85,1.14,0.87,1.18,1.22,1.15,1771,1328,3516,2760,2034,10/01/09/05@11/02/03/04@43/01/03/09
2075,3174,2730,1560,1340,1.01,1.38,1.01,0.99,1.14,0.99,761,1158,1340,1176,755,20/01/01/01/01@20/09/18@34/01/01/01
1416,2989,4413,1348,2035,0.66,0.88,0.4,1.52,3.13,2.5,587,567,1670,3045,1464,14/07/11/01@14/13@18/02/01/01/05@40/01@42/04@43/01/03/05
20914,19960,6774,13975,3710,0.76,1.22,4.52,1.32,0.28,0.22,12509,19727,6273,4887,2770,01/03/01/01/03@01/03/01/03@16/17/03@40/01/01
22881,27354,17424,22075,5232,0.9,1.19,4.61,1.11,0.64,0.22,21205,22021,20533,15925,4600,12/01/01@12/04@16/01
1651,2884,2528,1760,1465,0.75,1.02,0.99,1.33,1.41,1.01,727,538,438,893,731,42/10/03
3227,3426,2669,2076,1529,1.08,1.17,1.35,0.93,0.94,0.74,1133,2155,1017,1075,841,32/01@42/27/03
6291,8354,8180,3755,2162,1.11,1.12,1.9,0.9,1.14,0.53,2775,4920,5902,6861,1461,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/10/03@42/22@43/01/03/05
2016,3332,2758,1913,1658,0.86,1.12,1.02,1.16,1.12,0.98,1064,1052,867,1451,1046,10/01/05/01@16/03/01@32/01/09
8945,5228,3495,5759,2760,0.9,1.67,2.29,1.11,0.63,0.44,4904,7898,2592,1891,2139,14/01
3145,4457,3937,2837,2024,0.87,1.03,1.41,1.15,1.18,0.71,1506,1935,996,2079,1070,20/09/07/03
8360,8922,6367,5852,4371,1.06,1.2,1.4,0.94,0.75,0.71,4530,7070,4663,4994,3247,02/11@02/13@16/21/05@20/01/15
6839,3565,2911,2293,1845,0.82,1.07,1.17,1.22,1,0.85,1465,5935,1483,1562,1255,14/07/05@14/10@14/13/01/01@16/01@16/19/03@32/01/09
2922,3156,2282,1592,1239,1.04,1.36,1.2,0.96,0.72,0.83,802,1959,1004,828,671,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
2945,3832,4679,2603,2355,1.2,0.97,1,0.83,2.08,1,1411,1751,1190,2767,1406,02/13/03@14/10
2097,3568,5368,2381,3190,0.77,1,0.53,1.3,3.33,1.89,1163,909,542,3451,2180,01/05/03@01/06@16/17/09@16/21/07@42/01
4536,4707,2847,3605,1599,1.2,1.2,2.93,0.83,0.58,0.34,2211,3483,3016,1509,755,01/04@10/01/03@10/03/01@14/07/03
2837,4094,4971,1934,2148,1.08,1.35,0.75,0.93,1.72,1.33,1164,1943,2526,3592,1542,14/04@20/09/13
7270,11306,7150,3895,2882,0.99,1.13,1.37,1.01,0.6,0.73,3094,6322,6388,5441,2266,01/06/06/11@32/07/01
2404,4380,4297,1378,1494,1.05,1.3,0.71,0.95,1.12,1.41,639,1458,1922,2737,902,11/02/03/01@11/02/03/04@14/13@18/02/01@32/01@34/01/01/01
6367,6476,9010,3203,2173,1.11,0.95,1.49,0.9,1.79,0.67,2179,5081,9473,7466,1459,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@32/01/07@32/01/09@34/11/03/07@42/04/05@43/01/03/09
1790,2901,2640,1569,1547,0.83,0.94,0.75,1.2,1.75,1.33,581,673,612,957,775,11/02/03@11/04/03/01@11/06/02@12/04@12/07@16/19/05
3650,6602,6074,2506,1837,1.06,1.2,1.29,0.94,1.16,0.78,1496,2221,3309,4768,1157,14/04@14/07/11@20/09/04
2362,3500,2729,1974,1507,1.38,1.4,1.25,0.72,0.98,0.8,1093,1317,1121,1240,874,01/04@10/03/01/01/09@14/07/03@18/01/01@18/02/01@30/01/05/01
6134,9908,3374,3610,1432,1.97,2.18,3.37,0.51,0.27,0.3,2522,4458,2197,2025,748,11/02/03/04@16/03/01@32/01
10788,9388,7350,4813,3035,1.21,1.18,1.64,0.83,0.81,0.61,3508,9391,6606,5775,2133,01/01/13@01/02/07@01/05/25@01/06/10@10/01/03/03@10/03/01@11/02/03/01@11/02/03/04@16/03/01@32/01@32/07@34/11/03/07@43/01/03/09
3818,4745,3367,2505,1599,1.26,1.31,1.57,0.79,0.85,0.64,1339,2450,2038,2113,851,11/04/02
3451,4445,3194,2801,2495,1.09,1.18,1.02,0.92,0.82,0.98,1810,2455,2033,1875,1778,12/07
3266,4305,3268,4057,3856,1.09,1.23,0.97,0.92,0.96,1.03,2648,1937,1713,2030,2732,34/11/03/07@41/01/01@42/10
6932,5517,5479,4858,3563,1.15,1.17,1.37,0.87,1.19,0.73,3926,5813,2716,3905,2863,10/01/03@10/01/05@16/03/01@42/16
3668,4739,3517,3909,2719,0.64,0.9,1.51,1.56,0.85,0.66,2837,2555,3646,2260,1875,99
15331,11177,7773,7406,5513,0.92,1.14,1.35,1.09,0.7,0.74,6542,14190,4592,6341,4847,01/06/06@14/07/02@42/01
8195,8502,3361,7343,3437,1.24,1.99,2.23,0.81,0.32,0.45,5685,7084,4361,2006,2552,01/01/11/02/01@01/01/11/03/01@01/05@16/17/07@16/21/11
2788,3842,2628,2379,1650,1.24,1.21,1.56,0.81,0.69,0.64,1508,1847,1816,1213,968,02/45/11@16/01@16/19/03@20/09/14@20/09/16/09/03@20/09/18/09/01@32/01/03@34/05/02@34/11/03/13@42/01@42/04@43/01/03/05
2712,3132,3249,2071,4037,1.11,1.3,0.34,0.9,1.92,2.94,920,1617,1512,2002,2685,01/05/02/07@02/10@02/11@02/13/03@16/21/08@20/01/15
7559,5821,3926,5256,2742,1.14,1.29,2.09,0.88,0.66,0.48,3796,6319,2268,2145,1814,99
2167,3732,3250,2487,1733,0.88,1.18,1.39,1.14,1.28,0.72,1258,1028,607,1455,902,10/01/09/05@10/03/01@11/02/03/04@14/07/04@34/11/03/07
5797,5591,3062,6062,1620,0.8,1.33,6.05,1.25,0.4,0.17,4747,4583,1419,1173,785,12/01@14/10@16/01
6133,5775,4942,5218,2821,0.73,0.94,2.04,1.37,0.98,0.49,3812,4933,1522,2993,1866,14/07/02/02
2296,4007,2837,2023,1730,1.15,1.36,1.09,0.87,0.78,0.92,1243,1387,1064,1555,1137,01/05/03@02/19@11/02/03/01@11/02/03/04@43/01/03/05
3681,4921,3365,3018,2177,1.09,1.32,1.48,0.92,0.67,0.68,1928,2574,2153,2125,1307,02/13/03@40/01@42/01
7306,5938,11810,4253,5285,0.95,0.85,0.67,1.05,3.03,1.49,2945,6084,2767,9869,4387,01/04@10/01/05/01@16/19/03@32/01
1686,3297,2475,1314,1194,1.16,1.28,0.85,0.86,0.72,1.18,505,793,731,858,597,42/01
2079,3378,2970,2195,1659,0.92,1.32,1.16,1.09,1.25,0.86,956,945,398,1112,823,20/01/01/01@20/09/04@34/01/01/01
2456,3675,7571,1927,2618,0.71,0.97,0.58,1.41,3.7,1.72,1170,1645,4286,6184,2008,02/13/03@12/01/01@42/16
