@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3344,2279,6175,11192,1093,6627,6813,0.825,0.939,0.959,4.268,2.971,9.648,10.153,4.057,9.411,3.35,5.86,10.49,4.21,01/01/06/05/01/01@01/02@34/01/01/01
3676,2414,2225,2654,1113,1818,2880,0.866,0.937,1.193,0.815,0.604,1.203,2.095,0.877,1.098,0.67,1.3,1.76,0.9,01/06/06/11
1787,1059,2168,2942,1312,1942,2145,0.543,0.928,0.519,0.583,0.681,0.483,0.561,0.743,0.488,0.75,0.86,0.52,0.78,14/04@20/09/07/03@20/09/16
4103,2953,2342,2291,1131,1625,3211,0.857,0.886,0.992,0.913,1.306,0.219,0.203,0.895,0.98,1.49,0.66,0.25,0.96,10/03/01/01/11@10/03/01/03@10/03/03@10/03/04/05@14/07/05@14/13/01/01@16/01@18/02/01/01@40/01/05
2732,2640,2425,2115,1045,6439,3175,0.887,0.911,0.622,1.937,1.672,1.337,1.21,2.001,1.416,1.56,1.96,1.39,2.12,01/07@02/13/03@14/01@16/01
3153,2309,3796,4461,1286,3528,4980,0.744,0.942,0.797,0.5,0.883,1.813,1.366,1.787,1.96,0.97,1.47,1.83,1.85,01/01/09/06/01@16/21/17
1340,740,1699,1542,972,1395,796,0.665,0.781,0.859,0.27,0.075,0.064,0.137,0.078,0.054,0.11,0.12,0.12,0.1,99
2870,2510,2586,2258,1060,3758,988,0.935,0.935,0.81,1.435,1.986,1.087,1.272,1.237,0.753,1.9,2.38,1.2,1.5,01/05@01/07/01@02/01/01@32/01/01@32/01/03@32/01/04@32/01/05@32/07/03
25324,22837,19270,23206,1317,13059,11484,0.912,0.894,0.951,7.075,3.615,6.362,11.358,1.512,5.263,3.73,5.28,13.18,1.56,01/06/05
2789,1794,2634,2474,1060,1996,2681,0.671,0.925,0.94,2.415,1.305,1.243,1.339,1.836,1.609,1.51,1.19,1.51,2.23,12/01/01@12/04@16/01@42/16
5119,3287,3100,3733,1252,2148,4352,0.846,0.918,1.24,0.858,0.897,0.588,1.366,0.589,0.38,0.97,0.97,1.36,0.61,10/03/01@11/02/03/04@32/01/05@34/11/09
2116,1400,1557,1881,1156,1123,1124,0.839,0.922,0.982,0.473,0.378,0.133,0.451,0.171,0.196,0.51,0.24,0.27,0.18,10/03/01/01/11@10/03/05/01@42/04/05
2609,1922,2314,1823,989,4847,3229,0.872,0.946,0.922,1.38,0.945,0.832,0.734,0.694,0.501,1.03,0.96,0.94,0.75,01/05@20/01/03@20/01/13@20/03/02/02/01
3042,2490,2815,2623,1062,4280,1703,0.891,0.933,0.951,0.976,0.765,0.647,0.664,0.596,0.465,0.84,0.69,0.71,0.65,01/04@01/07/07@10/03/03@14/10@16/19/03
7438,6077,5579,7537,1339,3262,5885,0.928,0.959,1.059,3.007,3.022,2.412,1.666,2.278,5.486,3.06,3.32,2.46,5.64,12/01/01@12/04@16/01@16/03/03
2959,2489,2799,1996,944,5571,3834,0.881,0.934,0.812,1,0.877,0.643,0.837,1.211,1.258,0.94,1.15,0.73,1.28,02/45/11@10/03/01/01/11@10/03/03@10/03/04/07@16/01@16/17/01@18/01/07@18/02/01@20/09/13@20/09/14@20/09/18/09/01@30/01/09/03@34/05/02@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05@43/01/03/09
2317,1884,2391,1854,1004,4309,3258,0.898,0.937,0.84,0.901,0.769,1.346,1.391,0.665,0.535,0.85,1.23,1.62,0.69,11/04/03/03
3570,3273,3315,3388,917,5544,2541,0.927,0.93,0.847,0.986,0.978,1.659,1.469,1.027,0.867,1.03,1.15,1.78,1.07,99
2162,1468,2214,3361,1139,1449,1701,0.95,0.868,0.625,2.202,3.357,3.029,0.801,0.82,0.673,2.05,1.21,1.74,0.93,11/04/03@14/07/05@14/10@14/13/01/01@16/01@16/19/03
3246,2084,2435,3970,1272,1404,3336,0.824,0.835,1.024,1.005,1.121,0.795,0.962,1.141,1.215,1.22,1.55,1.35,1.18,11/02/03/04
2270,1610,4524,2294,1233,4638,2463,0.905,0.919,1.03,0.499,0.959,0.606,0.467,0.604,0.51,0.79,0.92,0.67,0.61,01/01/06/06/01/03@01/07/01@14/07
2032,1488,2240,2072,1160,4271,2169,0.877,0.927,0.824,0.684,0.733,1.254,1.037,0.575,0.354,0.79,1.47,1.64,0.6,99
1760,1274,1816,2000,1389,3171,1768,0.811,0.871,0.759,1.402,1.206,0.085,0.116,1.486,0.485,1.58,0.41,0.1,1.51,01/06/10@11/02/03/01@11/02/03/04@20/01/13
2387,1508,1568,1804,1073,1313,1133,0.857,0.908,1.105,0.794,0.529,0.312,0.432,0.317,0.298,0.64,0.52,0.43,0.35,10/01/05/03/01@10/03/02
2206,1273,2278,2671,1149,2096,1168,0.703,0.951,1.013,1.518,0.972,0.7,0.92,0.749,0.499,1.15,1.25,0.82,0.83,01/04@10/01/03@10/01/05/03/03@10/01/09/05@10/03/02@11/02/03/04@14/07/04@16/01@34/11/03/07@40/20@42/10/03@43/01/03/09
3289,3108,3021,2356,1029,7139,5982,0.918,0.875,0.825,0.651,1.235,2.413,2.585,1.599,3.143,1.23,2.5,3.05,1.61,01/01/09/04@01/01/09/05@01/01/09/06@01/01/13@01/20/17/09
5465,4892,4200,3483,1106,4417,2257,0.947,0.95,1.004,0.316,0.505,0.216,0.149,0.441,0.342,0.52,0.59,0.23,0.46,01/06/05@02/25
2428,1869,2782,2442,996,2805,2476,0.866,0.938,0.88,0.652,1.295,1.243,1.077,1.455,1.416,1.37,1.54,1.25,1.47,01/05/25@11/02/03/01@11/02/03/04
1904,1205,1851,1980,1171,1508,1783,0.659,0.953,0.577,0.896,0.827,0.39,0.398,0.841,1.309,0.99,0.8,0.44,0.87,20/09/07/27@20/09/13@42/25
3912,3378,3848,3514,1244,4797,3231,0.945,0.963,0.946,0.997,0.879,1.152,0.977,0.679,0.531,0.93,1.1,1.18,0.69,01/02/07/01@02/01/03@14/13/04/02
1834,1004,1714,1801,1083,1471,902,0.658,0.964,0.772,0.351,0.311,0.168,0.28,0.189,0.178,0.37,0.24,0.35,0.23,10/03/01/01/11@14/07@14/13/01/01@18/02/01
2613,1635,1835,2314,1240,1303,2016,0.899,0.876,1.106,1.133,0.48,0.656,0.597,0.502,0.623,0.54,0.71,1.12,0.55,14/04@20/01/10@20/09/01@42/10
4520,4342,4102,2589,1182,9072,6511,0.906,0.928,0.815,0.789,1.34,0.631,0.675,0.8,0.922,1.44,1.28,0.71,0.85,01/03/10@01/03/13@30/01/09/07
2038,1354,2009,1878,906,2449,976,0.848,0.83,1.056,1.31,1.046,1.345,1.639,1.072,1.235,1.19,1.11,1.6,1.1,01/04@01/06@14/07/02/02@42/01
1624,1098,1724,1475,925,1768,1187,0.754,0.901,0.681,0.612,0.562,0.526,1.407,0.572,0.632,0.74,1.19,1.02,0.64,43/01/03/05
3277,2247,1989,2093,1126,1682,1403,0.771,0.973,0.996,0.485,0.581,0.385,0.636,0.346,0.499,0.66,0.6,0.48,0.43,10/03/01
4355,2958,2798,2881,1164,2117,1882,0.853,0.951,1.114,1.572,1.294,1.09,1.16,1.408,0.97,1.42,1.17,1.16,1.51,12/01/01@42/16
1881,1027,2155,2671,1088,1902,2101,0.653,0.932,0.719,0.782,0.907,0.849,0.571,0.956,0.962,1.05,1.26,1,1.03,14/04@16/02@20/09/03
3960,2882,2229,2423,995,1704,3494,0.867,0.932,1.034,1.521,1.035,1.537,1.532,1.056,0.699,1.16,1.25,1.64,1.09,16/01@42/04/03@43/01/03/05
2559,1947,2410,2102,958,3768,3276,0.925,0.888,0.968,1.666,1.112,1.486,1.228,1.715,1.217,1.29,1.2,1.51,1.85,14/04@20/01/10@20/03@20/09/04
2315,1922,2136,1938,1214,4342,3366,0.876,0.958,0.759,0.838,0.683,0.585,0.687,0.715,0.277,0.73,0.6,0.64,0.71,11/04/03/01
2587,1811,2920,2433,903,3308,2751,0.928,0.95,1.019,1.472,1.207,1.208,0.952,1.482,1.503,1.33,1.49,1.34,1.52,10/01/05@10/01/09/05@11/02/03/01/04@11/02/03/04
1836,1513,1759,1608,1096,3031,2178,0.924,0.945,0.833,2.336,0.957,0.524,0.809,1.301,1.451,1.11,1.35,1.14,1.33,99
3835,3706,3700,2522,1214,8221,4904,0.922,0.968,0.824,0.6,1.537,1.711,1.524,2.049,1.207,1.56,1.57,1.57,2.04,01/01/06/05/01/02@01/01/09/03/01@01/01/09/03/02
8731,7963,6978,5025,1174,5205,4338,0.787,0.933,0.725,1.435,1.095,1.733,1.805,0.837,1.004,1.2,1.5,1.98,0.9,16/07@20/09/07@20/09/13@20/09/18@40/01
3021,2422,2697,2065,1200,4206,4098,0.885,0.945,0.914,0.658,0.701,0.148,0.141,0.613,0.538,0.76,0.58,0.19,0.62,12/04@12/10@16/01/01@16/03/03@16/19/03@30/05/01/05@34/05@40/10/02
10251,8222,6988,5225,1155,5356,10184,0.813,0.931,0.907,1.49,2.561,6.677,10.725,4.358,7.392,2.83,6.17,8.71,4.69,99
27601,26482,32807,37324,1468,26163,22794,0.929,0.859,0.951,4.404,2.726,4.996,5.787,8.763,42.857,2.9,7.25,5.86,8.77,01/05/02/04@01/05/02/07@02/01@16/21/07@34/05
5441,3993,4659,3537,1029,8512,2360,0.665,0.967,1.067,1.543,1.14,2.306,1.577,1.231,1.846,1.21,2.06,2.16,1.27,02/11@10/01/03@10/03/01@14/01@14/07@20/01/15@32/01/01@32/07/07@42/25
7744,6025,5232,5879,1206,4765,8458,0.812,0.924,0.892,1.223,1.308,0.971,1.047,1.075,1.097,1.42,1.18,1.06,1.23,20/01/01/01@20/03/01/01@34/01/01@34/11/03/07
4781,3521,3601,5551,1953,1727,4031,0.927,0.942,1.213,1.189,0.904,1.44,0.972,0.96,0.778,0.95,1.04,1.38,0.94,12/01@14/04@16/03/03@20/01/10@20/01/21@20/09/01
14052,16446,8580,9939,1316,7744,7211,0.961,0.96,0.771,0.768,0.751,1.414,1.78,0.776,1.393,0.79,1.17,1.41,0.82,01/05/02/07@02/10@16/01@16/19/03@16/19/05
2243,1878,2112,1768,898,2564,2475,0.898,0.92,0.81,0.977,0.724,0.837,0.833,0.563,0.642,0.78,1.03,0.95,0.6,10/01/09/05@11/02/03/04@14/07/04@42/10/03
4064,2755,2375,2946,1191,1794,2717,0.934,0.961,1.243,1.297,0.857,0.721,0.739,0.806,0.645,0.9,0.53,0.67,0.83,11/02/01@12/04@12/10@16/03/03@16/19/03
2372,1458,2094,2453,1126,2034,2216,0.819,0.941,1.039,1.007,1.065,0.841,0.948,1.231,1.017,1.23,1.02,0.95,1.39,10/01/02@10/01/05/01@10/01/05/03@11/02/03@11/04/01@11/04/03/01@12/01@12/07@16/19/03@32/07
1556,817,1441,1739,886,1289,712,0.415,0.873,0.529,0.571,0.99,0.519,0.443,0.595,0.554,1.46,1.6,0.78,0.99,01/05@20/01/03/01@20/03/02/02/01@20/09/18/07
1235,671,1268,1437,1032,1063,665,0.333,0.409,0.479,0.647,0.584,0.258,0.346,0.182,-0.046,1.22,1.44,0.69,0.83,12/01/01@16/03/03
2117,1411,2146,1805,934,2383,1291,0.833,0.853,0.877,0.855,0.869,0.982,1.195,0.791,0.49,1.01,0.8,1.23,0.83,02/16@20/03
11792,10654,8047,9724,1123,3966,6215,0.899,0.963,0.937,1.213,1.427,1.585,1.237,1.548,2.631,1.49,1.74,1.61,1.63,01/06/02/01@01/06/10@11/02/03/01@11/02/03/04@18/02/09
1148,656,1204,1631,1191,1060,722,0.156,0.427,0.139,0.856,0.353,0.477,0.084,0.69,0.115,1.65,1.42,0.98,1.04,12/01/01@12/04@16/01
2856,1723,2099,2235,1084,1847,1062,0.783,0.917,1.084,1.602,0.939,1.212,1.337,0.864,0.877,1.03,1.33,1.5,1.17,42/01
7310,7295,9539,11073,1089,18846,3558,0.885,0.931,0.834,2.47,2.633,3.01,4.705,6.523,5.267,2.76,3.54,3.12,6.46,01/04@01/05/02@01/05/25@01/06/05@02/25@10/03/01/01@10/03/01/02@10/03/01/03@10/03/02@11/02/03/04@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02/01@18/02/05@18/02/09@30/01/05/01/02@30/01/05/01/03@30/01/05/01/06@30/05/01@32/01/03@32/01/09@34/05@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03@42/01@43/01/03/05@43/01/03/09
3392,2241,2433,3215,1217,2500,4395,0.806,0.907,1.15,1.309,1.245,0.754,0.795,1.596,1.444,1.39,1.25,0.91,1.88,01/01/03/02/01@01/01/03/03/01@01/01/03/03/02@01/02@20/01/15
4888,3537,2519,2543,1029,1894,1765,0.865,0.94,0.982,2.178,1.158,1.559,1.552,1.403,1.375,1.25,1.84,1.93,1.48,01/04@01/05@01/06@32/01/01@32/01/03
1222,732,1300,1536,1060,1188,604,0.487,0.502,0.461,0.644,0.557,0.333,0.334,0.102,0.235,1.16,1.4,0.78,1.18,20/01/27@20/09/16@32/07/05
3802,3287,3290,2544,1038,3858,2234,0.887,0.977,0.882,0.123,1.193,0.368,0.536,1.25,0.496,1.21,1.31,0.4,1.29,16/17/09@32/05/01/03/03@32/07
1913,1112,2246,3254,1077,1950,2330,0.792,0.916,0.966,1.664,1.105,0.936,0.872,1.947,1.232,1.25,1.12,1.05,1.98,11/04/01@11/04/02
3433,2353,4733,6481,1124,4069,2958,0.829,0.939,0.991,2.19,1.856,1.616,1.561,3.95,2.055,2.02,1.29,1.83,4.07,11/04/03/01@12/01/01@16/03/03@34/11/03/07@40/01/05/01@41/01/01
1962,1415,2387,2270,996,2668,1799,0.903,0.964,0.887,1.034,1.056,1.003,0.894,0.99,1.128,1.06,1.11,0.99,1.03,12/01/01@14/07@42/16
8867,6657,4761,5002,1028,2734,5618,0.957,0.903,1.23,0.721,1.176,1.512,1.409,0.876,1.059,1.2,1.98,1.64,0.91,01/02@01/03/07@01/20/37/01@16/21/05@16/21/07@20/01/15@32/01/01@32/07/07@34/11/11
4134,2819,3941,4753,1236,3664,2558,0.892,0.964,1.079,1.147,0.84,1.677,1.718,0.64,0.689,0.92,0.97,1.81,0.69,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/05@14/10@16/01@16/09@16/19/05@20/01/26@20/09/16/09/03@34/05@34/11/03/07@40/01@41/01/01@42/01@42/04@43/01/03/05
4892,3587,2729,3058,1107,1952,1850,0.945,0.904,1.146,0.804,0.935,1.586,1.362,0.941,1.036,0.98,1.42,1.76,1,01/01/06/05/01/01@01/02@16/21/17
2135,1652,2007,1565,869,3243,2766,0.829,0.923,0.739,1.002,0.99,1.156,1.409,1.111,0.876,1.03,1.58,1.56,1.09,14/04@20/01/10@20/03@20/09/04
2046,1500,2064,1603,928,2769,1852,0.867,0.926,0.841,1.089,0.48,0.231,0.249,0.358,0.34,0.54,0.39,0.37,0.36,99
2548,1854,2877,2409,1122,2882,1987,0.884,0.94,1.005,1.366,0.927,1.205,1.111,1.116,1.298,0.98,1.14,1.22,1.14,10/01/05/01@16/19/03
1964,1404,1762,1544,924,2287,1501,0.791,0.894,0.81,0.833,1.042,0.315,0.322,0.652,0.393,1.16,0.69,0.47,0.7,01/06/02/01
2364,1418,2298,2314,1279,1810,1650,0.627,0.649,0.891,1.172,0.683,0.708,0.716,0.492,0.472,0.72,0.72,0.96,0.57,10/03/01/01/11@10/03/03@10/03/05/01@10/03/05/03@11/02/03/04@14/04@14/07/04@14/10@16/01@16/03@16/06@16/07@16/17/09@16/19/03@20/01/10@20/09/07@20/09/14/02@20/09/16/09/03@20/09/18/09/01@32/01/03@34/05@40/01@42/01@42/04/03@42/10/03@42/29@43/01/03/05@43/01/03/09
8352,6329,4572,5273,1028,2558,5412,0.957,0.939,1.213,0.738,1.055,1.957,1.497,1.048,0.906,1.09,1.62,2.03,1.08,42/01
2258,1284,1901,2387,1308,1514,933,0.81,0.828,1.093,0.824,0.208,0.108,0.294,0.069,0.057,0.23,0.11,0.15,0.08,10/03/02@43/01/03/09
9644,8648,6026,8211,1206,2436,3455,0.922,0.925,0.985,1.113,1.153,1.535,1.287,0.678,0.717,1.19,1.39,1.55,0.7,14/10@16/01@20/09/18/09/01@40/01@42/04@43/01/03/05
3776,2884,2348,2950,1155,1344,2179,0.917,0.921,0.922,1.733,1.418,1.335,0.913,2.024,1.692,1.53,2.58,1.55,2.09,01/05@02/07/01@11/04/02
2260,1699,3938,1888,1078,3296,2582,0.835,0.929,0.818,0.78,1.253,0.715,0.623,0.646,0.413,2.14,0.71,0.82,0.66,10/01/03/05@10/01/05/01@16/19/03@40/20
6301,6442,7155,6139,1053,9076,6129,0.927,0.949,0.846,0.948,1.015,0.769,0.755,1.136,1.269,1.02,1,0.83,1.21,10/03/01@11/02/03@11/04/03/01@16/01@16/03/03
1608,1105,1601,1468,1002,1948,1229,0.798,0.873,0.774,0.679,0.488,0.082,0.081,0.242,0.16,0.58,0.32,0.17,0.26,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03@42/04
2973,2166,2682,2502,1088,3952,1810,0.872,0.905,1.111,3.084,1.909,1.897,1.687,2.875,1.882,1.84,1.35,2.07,2.83,01/03@10/01/02@10/01/03@10/01/05/01@10/01/05/03@11/02/03/04@11/04/01@11/04/03/01@11/04/03/11@16/03/03@16/19/03
2545,2008,2707,1883,1000,4493,3533,0.87,0.879,0.951,5.804,2.415,1.333,1.049,7.016,4.157,2.37,1.37,1.39,6.59,12/01/01@16/01@16/03/03@16/17/09@16/21/01@20/01/15@20/09/01
2685,2200,2495,2335,1112,3518,944,0.892,0.929,0.912,0.508,0.521,1.196,1.001,0.301,0.25,0.59,0.61,1.39,0.31,14/04@14/07/01@14/07/05@14/07/07@14/07/11/01@14/13/01/01@16/01@18/02/01/01@20/01/10@20/09/13@40/01@42/04@42/25@43/01/03/05
12144,10259,8192,11514,1390,3176,7036,0.964,0.952,1.116,2.516,2.055,1.051,1.413,3.955,2.638,2.1,1.41,1.08,4.17,02/45@16/21/05@20/01/15
1897,1390,1850,1649,1054,1877,2123,0.866,0.867,0.783,0.754,0.556,0.916,1.168,0.422,0.651,0.62,0.77,1.08,0.43,02/10@14/04@14/07
4231,2769,2621,4433,1540,1512,4394,0.911,0.93,1.202,1.34,0.824,0.935,1.121,1.376,1.532,0.87,1.03,1.04,1.39,01/03/01@01/03/10@01/04
9832,8043,8212,12297,1548,3289,7215,0.963,0.937,1.116,3.343,3.863,3.037,1.723,6.683,7.914,3.83,5.23,3.04,6.84,11/04/01@12/01/01@12/04@16/01@16/03/03
3936,2811,2211,2331,1192,1653,3723,0.839,0.905,1.05,1.599,1.731,0.922,0.282,1.25,1.479,1.88,1.8,1.09,1.36,10/03/01@11/02/03/04@30/01@32/01/01@32/01/03@40/01
1859,1140,1431,1745,898,1250,1067,0.611,0.806,0.689,1.026,0.704,0.577,0.957,0.534,0.886,0.8,1.48,1.01,0.56,01/05/02@16/01
