@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___15_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___120_min                               numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_10_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_20_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_90_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
?,0.385,0.596,0.302,0.3,0.703,0.325,0.465,0.487,0.742,0.373,0.682,0.358,0.325,0.547,0.605,0.561,0.019,-0.221,0.503,0.122,-0.053,-0.071,0.088,0.397,0.678,0.678,0.432,0.187,-0.049,0.318,-0.196,0.429,0.833,0.691,-0.176,0.08,-0.451,-0.071,01/06/02/01
0.072,-0.265,0.041,-0.356,-0.091,-0.197,-0.08,-0.388,-0.082,-0.335,-0.278,-0.377,0,0,0.061,-0.518,?,0.111,0.665,0.224,0.153,0.841,0.454,-1.121,-0.816,-0.899,0.002,-0.336,-0.165,-0.2,-0.044,0.452,0.529,0.093,0.107,-0.181,0.02,?,0.006,01/06/02/01
0.07,0.298,0.246,0.245,0.31,0.222,0.05,0.175,0.059,0.242,0.07,0.1,0.4,0.3,0.46,0.176,-0.248,-0.378,-0.216,-0.398,-0.146,0.317,0.156,-0.218,-0.148,-0.098,0.129,0.289,0.166,-0.402,-0.473,0.12,0.78,0.771,0.46,-0.127,0.162,0.093,0.05,01/06/02/01
?,0.285,0.139,0.696,0.788,0.813,-0.06,0.003,0.425,0.103,0.169,0.168,0.195,0.408,0.396,-0.386,0.034,0.407,-0.062,-0.022,-0.201,0.102,0.026,0.139,0.085,-0.236,-0.146,-0.321,-0.307,-0.053,-0.031,-0.504,0.172,0.339,0.467,-0.028,0.24,-0.147,-0.047,14/04
0.02,0.11,-0.04,0.13,-0.18,0.15,0.25,-0.27,-0.14,-0.24,0.07,-0.06,0.08,-0.13,0.04,-0.64,0.7,-0.23,0.29,0.19,0.14,0.042,0.1,-0.074,0.17,-0.57,0.498,0.129,0.33,-0.133,0.231,0.41,-0.17,0.05,-0.51,0.15,-0.01,0.52,0.1,42/10
0.291,0.087,-0.088,-0.013,-0.018,-0.027,-0.156,-0.122,-0.139,-0.209,-0.164,-0.232,-0.236,-0.175,-0.126,-0.507,-0.732,-0.535,-0.498,-0.59,-0.285,0.395,-0.254,-1.241,-0.699,-0.762,-0.598,-0.682,-0.34,-0.239,0.314,-0.293,-0.813,-1.426,-0.754,-0.055,0.082,-0.085,-0.103,01/01/05/01/01@01/07/01@01/20/17/03@01/20/23@32/07@40/01@43/01/03/09
-0.277,-0.106,-0.103,0.098,-0.079,-0.147,-0.987,-0.905,0.057,-0.538,-0.553,-0.291,-0.407,-0.537,-0.415,0.492,-0.039,-0.556,-0.289,-0.54,0.397,0.249,0.802,-0.357,0.608,?,-0.704,?,0.024,-0.759,0.455,0.205,-0.692,-1.224,0.053,-0.063,0.147,0.565,-0.168,01/04@10/03/01/01/03@14/07/03@20/01/11@20/09@34/01@34/11/12
0.18,0.163,0.119,0.185,-0.02,0.184,-0.254,-0.482,-0.05,-0.102,-0.42,-0.392,0.116,0.009,0.148,?,-0.427,-0.462,-0.374,-0.36,-0.015,0.269,0.187,-0.183,-0.364,-0.17,0.139,0.237,0.027,0.383,0.666,-0.414,-0.34,-0.387,-0.445,-0.047,0.112,0.257,-0.16,01/01/03/03/01
0.227,0.426,0.508,0.386,0.078,0.159,0.341,0.384,0.471,0.896,0.837,0.363,0.693,0.508,0.338,-0.201,-0.393,-0.025,-0.08,-0.43,-0.171,0.618,0.089,-0.153,-0.06,-0.038,0.121,0.251,-0.343,-0.14,0.006,0.124,-0.476,-0.681,-0.816,-0.005,0.223,0.898,0.064,01/01/03/03/01@01/05
-0.158,0.25,0.84,0.39,0.84,0.43,0.548,0.59,0.82,0.94,0.84,0.9,0.568,0.861,0.882,0.28,0.32,0.45,-0.16,0.16,0.041,0.187,-0.223,0.4,0.4,0.37,0.41,0.38,0.22,0.23,-0.602,-0.114,0.798,0.739,0.138,-0.12,0.176,-0.054,-0.02,14/07/11@14/13/01/01@16/01@32/01
0.294,0.468,0.836,1.124,1.143,1.25,0.431,0.473,0.609,0.962,0.708,0.607,0.894,1.172,1.261,0.579,0.266,0.204,-0.267,-0.312,0.082,0.315,-0.361,0.514,0.658,0.539,0.251,0.383,0.145,0.12,-0.2,-0.452,0.625,0.334,0.29,-0.096,0.288,0.048,0.121,10/03/01@10/03/02@14/07/11@14/13/01/01@16/01@16/19/03@32/01@43/01/03/09
-0.089,0.347,0.914,1.312,1.44,1.37,0.389,0.633,0.733,0.933,0.901,0.796,0.727,0.814,0.867,0.675,0.874,0.324,-0.027,-0.259,0.191,0.259,-0.628,0.623,0.51,0.687,0.2,0.073,0.1,0.073,0.254,0.001,0.873,0.696,0.367,-0.295,0.03,-0.129,-0.159,14/07/11@14/13/01/01@16/01@32/01
0.406,0.305,1.164,1.254,1.307,1.37,0.417,0.747,0.954,1.15,1.099,0.92,0.668,0.776,0.963,0.487,0.587,0.6,0.011,0.51,0.202,0.462,-0.249,0.664,0.635,0.578,0.606,0.573,0.337,0.53,-0.545,-0.203,0.557,0.481,0.308,-0.074,0.078,0.051,-0.093,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
?,0.461,1.341,0.637,?,?,0.736,0.63,0.577,0.832,0.794,0.827,0.902,0.902,0.83,0.533,0.661,0.486,0.094,-0.462,0.442,0.083,0.313,0.382,?,?,?,?,-0.117,0.163,-0.125,-0.065,?,-0.393,-0.737,0.649,-0.539,-0.466,-0.182,14/07/11@14/13/01/01@16/01@16/07@18/01/07@18/02/01@32/01
0.183,0.236,0.495,0.462,0.513,0.548,0.546,0.504,0.621,0.9,0.815,0.65,0.668,0.767,0.681,0.203,0.056,0.29,-0.651,-0.483,-0.484,-0.668,-0.542,0.093,0.072,0.063,0.07,0.201,0.038,0.037,-1.637,-0.229,0.936,0.805,0.499,0.68,-0.482,-0.286,0.171,14/13/01/01@16/07
0.424,0.224,0.995,0.637,0.671,0.656,0.647,0.701,0.649,1.345,1.094,0.894,0.652,1.002,0.851,0.905,0.837,0.81,-0.246,-0.28,0.094,0.303,-0.334,0.516,0.442,0.583,0.177,0.029,-0.108,0.397,-0.469,-0.32,0.516,0.394,0.489,-0.112,0.176,-0.535,-0.068,01/04@10/01/05/01@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
-0.04,0.49,0.477,1.519,1.797,1.68,-0.51,-0.166,0.645,0.553,0.609,0.766,0.23,0.93,0.81,1.712,1.401,1.263,1.452,1.34,0.711,0.403,0.665,0.9,0.707,0.013,-0.148,0.031,-1.624,-0.071,0.851,0.564,1.342,1.882,1.924,-0.106,0.104,?,-0.403,14/07/11@14/13/01
-0.12,0.14,0.34,0.23,0.23,0.24,-0.11,-0.203,-0.03,-0.01,0.02,-0.07,0.06,-0.13,0.02,-0.61,0.11,0.086,-0.12,0.309,0.23,0.58,0.28,-0.6,-0.548,-0.449,-0.613,-0.48,-0.32,-0.24,0.25,0.334,-0.65,-0.65,-0.4,-0.3,-0.06,0.07,-0.23,01/04@02/13@10/03/03@14/10@14/13@16/17/09@16/19/03@20/01/10@20/09/04@20/09/14@32/01@34/07@42/16
0.26,0.59,0.98,1.02,1.07,1.16,-0.135,0.07,0.45,0.84,0.51,0.41,0.342,0.579,0.647,0.404,0.367,0.33,-0.085,0.024,0.282,0.546,0.673,0.323,0.093,-0.392,-0.284,0.008,0.01,-0.213,0.627,0.469,0.97,0.95,0.68,0.055,0.097,-0.075,-0.248,14/07/11@14/13/01@16/17/09
0.18,?,1.58,?,?,-1.322,0.457,?,?,?,?,?,0.154,0.195,0.086,0.102,-0.066,0.371,-0.253,-0.107,-0.321,-0.548,-0.478,0.104,-0.207,-0.078,0.352,0.084,0.057,-0.102,-1.3,-0.735,?,?,?,?,-0.438,-0.518,0.008,11/02/03/04@12/01/01@12/04@14/04@14/07/05@14/07/07@14/13/01/01@16/01@16/17/09@32/01@40/01
0.166,0.42,0.93,0.48,0.25,0.21,0.661,0.69,1,0.77,0.98,0.76,0.741,0.816,0.995,0.287,0.026,-0.056,-0.704,-0.543,0.609,-0.452,-0.49,0.106,-0.328,-0.053,0.501,0.319,0.243,-0.021,-0.936,0.116,0.33,2.017,0.46,0.936,-0.735,-0.563,-0.282,10/03/01/01/09@11/02/03/04/01@14/13/01/01@40/01@42/04@43/01/03/05
0.285,0.529,1.039,0.928,1.208,1.135,0.641,0.644,0.651,1.123,1.021,0.955,0.884,0.929,0.681,0.686,0.658,0.704,0.013,0.024,0.114,0.655,-0.16,0.423,0.108,0.285,0.201,0.249,-0.186,-0.204,-0.141,-0.053,1.15,0.349,0.39,-0.097,0.145,-0.007,-0.17,01/04@10/01/05/01@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
0.056,0.13,0.043,-0.009,-0.078,0.007,0.499,0.226,-0.137,0.318,0.411,0.161,0.146,0.06,0.181,0.352,-0.02,-0.429,-0.096,-0.378,-0.027,-0.205,-0.383,0.483,0.382,0.415,-0.012,-0.052,-0.381,0.012,?,0.055,0.127,0.292,?,-0.387,-0.819,-0.071,-0.068,01/01/13@01/05/25@10/01/03@10/03/01@14/07@14/13/01
0.07,0.3,0.69,0.82,0.85,0.84,0.14,0.35,0.61,0.97,0.74,0.66,0.7,0.68,0.58,0.36,0.36,0.34,-0.24,-0.23,-0.23,0.21,0.03,0.61,0.35,0.19,0.15,0.27,-0.09,0.11,-0.58,-0.61,0.54,0.45,-0.01,0.82,-0.64,-0.33,-0.24,10/01/05/01@10/03/01/01@10/03/03@11/02/03/04@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@40/01/05@42/04/05@43/01/03/09
-0.1,0.044,0.421,0.394,0.41,-0.007,?,0.252,0.309,0.311,0.169,0.294,?,?,?,-0.158,-0.128,-0.254,-0.143,0.115,-0.085,-0.142,-0.116,0.492,0.389,-0.054,-0.061,0.052,0.218,0.081,-0.818,-0.579,1.289,1.212,1.092,-0.126,0.251,-0.376,0.023,10/01/03@10/01/05/01@10/03/01/01/09@10/03/01/01/11@14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@32/01/07@32/01/09@34/11/03/07@42/04/05@43/01/03/09
0.021,0.303,0.55,0.522,0.46,0.372,-0.278,-0.211,-0.038,0.256,0.399,0.175,-0.156,-0.115,0.101,0.144,0.442,0.179,-0.15,-0.188,0.327,0.41,0.495,0.358,0.166,-0.343,-0.166,-0.097,0.15,-0.103,0.455,0.143,1.336,1.736,0.908,0.678,-0.733,-0.094,-0.022,10/01/11@14/07/05@14/07/11@14/13/01@20/09/18/09/01@34/11/03/13@42/25@43/01/03/09
0.374,0.49,0.97,0.67,0.6,0.626,0.31,0.15,0.17,0.53,0.73,0.47,0.55,0.57,0.48,1.04,0.43,0.62,0.36,-0.12,0.54,0.28,0.28,0.93,0.44,0.32,0.35,0.11,-0.1,0.09,0.09,0.69,1.43,1.49,0.57,-0.31,0.05,?,-0.18,14/07/05@14/13/01
-0.536,0.138,-0.28,-0.052,?,0.052,0.262,-0.725,-0.474,-0.543,-0.407,-0.547,-0.19,-0.348,-0.304,0.133,-0.404,0.164,-0.7,-0.478,-0.001,0.095,-0.343,-1.069,?,-0.417,-0.631,-0.384,-0.415,0.064,0.592,-0.251,-1.266,-1.225,-0.333,-0.152,0.104,?,-0.733,14/01@16/01
0.07,-0.07,0.34,-0.18,-0.02,-0.23,0.25,0.432,-0.01,0.31,0.36,0.26,0.21,0.31,0.18,-0.31,0.61,-0.06,-0.12,0.02,0.13,0.01,-0.14,0.341,0.435,0.603,0.282,0.26,0.161,-0.085,-1.18,0.196,0.21,-0.07,-0.44,-0.33,0.03,-0.046,0.33,14/01@14/10@14/13@16/01@16/19/03@32/01/05@32/01/07
-0.062,0.079,0.187,0.005,0.254,0.404,-0.465,0.218,0.482,0.176,0.304,0.357,-0.031,0.385,0,0.345,0.025,0.395,-0.138,0.377,0.271,0.193,0.103,0.697,0.87,0.771,0.056,-0.013,-0.033,0.198,0.589,0.161,0.247,0.13,0.088,-0.168,0.185,0.27,-0.214,01/07@02/13/03@14/01@16/01
0.872,1.32,1.343,0.939,0.496,0.551,0.753,0.699,0.781,0.992,1.057,0.598,0.773,0.612,0.554,-0.514,-0.525,-0.163,-0.034,-0.294,0.659,0.921,?,-1.028,-1.074,-0.991,0.297,0.108,-0.055,0.216,-0.571,0.671,1.959,2.633,1.527,-0.091,0.253,?,-0.192,14/01@14/07/03@14/10@16/01@18/02/01/02@32/01/07@40/01
0.13,0.111,0.242,0.271,0.256,0.182,0.43,0.366,0.318,0.637,0.608,0.636,0.21,0.3,0.18,-0.47,-0.221,-0.222,-0.589,-0.587,-0.47,0.491,0.352,-0.366,-0.427,-0.127,-0.304,-0.037,-0.261,-0.12,0.228,0.508,-0.087,-0.423,-0.652,-0.003,0.098,0.341,0.022,14/01@14/04@14/13/01@16/01@16/19/03@32/01
0.417,0.49,0.57,0.054,0.179,-0.072,0.565,0.391,0.588,0.433,0.201,0.107,0.669,0.426,0.528,-0.441,-0.529,-0.362,-0.257,-0.201,-0.539,0.234,0.082,-0.028,-0.333,-0.142,0.607,0.689,0.515,0.76,-1.961,-0.633,2.514,1.667,1.811,-0.101,0.15,-0.851,-0.039,14/01@14/04@14/07/04@16/01@16/17/07@16/19/03@32/01/05@32/01/07@42/16
0.139,0.17,0.122,0.502,0.702,0.61,0.088,0.071,0.211,0.323,0.103,0.321,0.143,0.41,0.461,0.328,-0.001,0.173,-0.294,-0.203,0.151,0.332,0.192,0.777,0.55,0.569,0.197,0.27,-0.083,0.406,-0.041,-0.332,0.547,0.961,0.388,0.771,-0.652,-0.187,-0.212,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@30/05@32/01/11@36/20/18@40/01/03@40/10/02
0.124,0.228,-0.07,-0.163,-0.164,0.141,0.657,0.509,0.182,0.709,0.946,0.408,0.538,0.503,0.562,0.266,-0.024,0.334,0.486,0.247,-0.196,0.259,-0.21,-0.268,0.023,0.167,0.1,0.095,-0.111,0.282,-0.988,-0.02,-0.301,-0.623,-1.095,-0.119,0.106,?,0.186,14/01
0.242,-0.499,0.241,-0.104,0.14,-0.27,0.206,0.1,-0.103,0.107,0.054,0.003,-0.039,0.271,0.203,-0.279,0.135,-0.076,-0.147,0.345,-0.15,0.07,0.09,-0.026,0.062,0.209,0.315,0.318,0.402,0.165,-1.101,0.416,0.56,0.507,0.045,-0.233,0.127,?,-0.205,14/01
0.11,-0.052,-0.127,-0.09,-0.045,0.074,0.17,0.263,0.265,0.495,0.349,0.363,0.27,0.17,0.19,-0.11,-0.16,0.234,-0.07,0.154,-0.463,-0.426,-0.492,-0.268,-0.388,-0.123,0.274,0.164,0.164,0.283,-1.818,-0.695,0.096,-0.416,-0.337,-0.157,0.122,-0.203,0.165,14/01@16/01@32/01/07@42/04
0.268,0.46,0.8,0.88,0.55,0.7,-0.463,-0.22,0.63,0.48,0.24,0.34,0.808,0.795,0.587,0.698,0.496,0.342,0.179,0.093,0.066,0.355,0.473,-0.225,-0.539,-0.547,-0.957,-0.793,-0.636,-0.119,0.6,-0.524,0.77,0.6,0.5,?,0.273,-0.275,-0.276,14/01@14/07@20/01/13
0.028,-0.335,0.1,-0.771,-0.574,-0.928,0.272,0.225,-0.185,-0.242,-0.207,-0.742,0.074,-0.631,-0.825,-0.717,0.317,-1.065,-0.206,0.547,-0.403,0.655,0.26,-0.624,-0.327,0.063,-0.012,0.249,-0.041,-0.234,-0.05,0.764,-1.115,-0.73,-1.465,-0.27,-0.029,?,-0.098,01/05@14/07/02/01@14/07/02/02
-0.12,0.336,-0.112,0.07,-0.01,0.02,-0.26,-0.32,0.05,-0.18,-0.45,-0.1,-0.32,0.15,0.03,-0.15,0.31,0.21,0.11,0.46,0.1,-0.11,-0.23,0.06,-0.234,-0.1,-0.02,0.07,0.06,0.28,0.41,-0.39,-0.08,-0.58,0.21,-0.14,0.02,-0.307,0.13,01/06/06@14/07/02@42/01
0.297,0,0.08,-0.21,-0.39,-0.13,-0.21,-0.17,-0.23,-0.24,-0.13,-0.26,0.12,-0.04,0.21,0.14,0.26,0.57,0.21,0.49,0.08,0.58,-0.36,0.27,0.17,0.17,-0.29,0.24,-0.04,-0.06,0.72,0.31,-0.35,-0.56,-0.17,0,-0.09,0.25,0.14,01/05/02@14/07/02/01@16/17/07
-0.19,-0.16,0.07,-0.03,?,-0.06,-0.12,-0.26,0.03,-0.44,-0.26,-0.13,-0.12,-0.276,0.02,0.4,0,-0.32,-0.05,-0.69,0.12,0.04,0.23,0.15,0.247,-0.085,-0.417,-0.014,-0.02,-0.11,-0.26,0.242,-0.132,-0.67,-0.59,0.37,-0.48,0.01,-0.05,01/05@14/07/02/01
