@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.816,0.117,-0.176,0.667,?,0.353,-0.165,0.086,0.399,1.026,0.564,-0.162,?,99
-0.119,-0.191,-0.168,0.286,0.255,0.364,0.91,-0.297,0.063,0.404,?,-0.163,?,20/01/21@20/09/01
0.07,-0.13,-0.3,0.251,0.5,0.14,0.303,-0.321,-0.085,-0.35,-0.17,0.07,?,11/04/01@11/04/02
-0.436,-0.192,-0.125,-0.04,0.087,0.253,-0.617,-0.236,-0.1,-1.022,-1.048,-0.277,-0.062,11/04/01@11/04/02
0.301,-0.043,-0.027,0.071,0.452,0.331,0.431,-0.07,0.493,1.104,1.019,0.706,-0.164,01/03/16@10/01/05@11/02/01@11/04/01
-1.07,-0.958,-1.143,0.771,0.348,0.412,-0.716,-0.139,-1.26,-1.741,-2.844,-2.358,-0.127,10/01/09/05@11/04/01@11/06/01@12/01@16/01@16/03/03@42/10/03@42/10/07
-0.24,0,-0.21,0.059,-0.4,-0.23,-0.15,0.52,0.63,-0.397,-1.1,-0.3,-0.05,11/04/01
-0.747,-0.819,-0.849,0.67,0.309,0.474,-0.038,-0.059,-0.893,-0.071,-1.084,-0.419,-0.188,11/02/01@11/04/01@11/06/01@16/03/03
-1.148,-0.936,-0.745,0.567,-0.005,0.254,-0.557,-0.096,-1.564,-0.765,-1.538,-1.475,-0.055,11/04/01@11/04/02@16/03/03
-0.913,-0.601,-0.607,0.477,-0.148,0.138,-0.609,-0.165,-0.637,-0.413,-0.876,-0.35,-0.23,10/01/02@10/01/05/01@10/01/05/03@11/02@11/04/01@11/04/02@11/04/03/01@12/04/01@12/07@16/01@16/03/01@16/03/03@16/19/03@20/01/21
0.667,0.735,0.844,0.205,0.445,0.726,0.148,0.194,0.827,1.493,1.11,0.472,-0.351,11/02/03/01@11/02/03/04
0.037,0.057,-0.136,?,0.058,0.076,-0.092,-0.199,0.306,1.203,0.499,-0.349,0.27,11/02/03/01/01@11/02/03/04@32/01/03@34/11/03/13
-0.063,-0.034,-0.086,-0.24,0.21,0.124,-0.132,-0.421,-0.075,0.048,0.052,0.399,-0.455,14/04@14/10@16/01@20/01/10@20/09/07/06@20/09/07/25@20/09/13@20/09/18/09/01@42/09
0.142,0.2,0.048,-0.172,0.38,0.192,0.059,-0.607,-0.244,0.499,0.238,-0.077,-0.335,14/04@14/10@16/01@20/09/07/25@20/09/13@20/09/18/09/01@42/08@42/09
-0.45,-0.09,-0.17,-0.579,-0.47,-0.27,-0.47,0.15,0.12,-0.61,-1.01,-0.03,0.341,14/13/01/01@42/07
0.26,0.25,0.08,0.46,0.679,0.777,0.365,-0.161,-0.415,1.573,1.468,0.913,0.08,14/01@14/04@16/01@20/01/10@32/01/07
0.02,0.077,-0.24,-0.318,-0.04,-0.23,0.3,-0.05,0.421,0.43,0.47,0.23,0.104,14/10@20/09/13@20/09/18
-0.038,-0.223,-0.073,0.386,0.67,0.418,0.462,-0.501,0.008,0.263,0.429,-0.081,-0.662,20/09/07/27@40/01@43/01/03/09
0.06,-0.19,-0.48,-0.554,0.18,0,-0.04,-0.094,-0.585,-0.3,-0.55,-0.89,0.157,14/04@20/01/10@20/03@20/09/05
0.535,0.455,0.396,0.44,0.809,0.839,-0.099,0.252,0.126,0.532,0.471,0.376,?,14/13/01/01@18/02/03@20/09/07/03@20/09/18
0.329,0.013,0.058,0.226,0.403,0.118,0.452,0.013,0.132,-0.324,0.003,0.283,-0.205,20/09/07/03@20/09/07/27
0.158,0.068,0.096,0.496,0.597,0.555,0.293,-0.078,-0.251,0.776,0.824,0.175,-0.136,10/03/03@16/01@20/09/07/27@20/09/16/09/03@43/01/03/05
0.23,0.42,0.39,-0.004,-0.04,-0.09,0.14,-0.34,?,0.4,0.588,0.221,?,14/04@20/09/07/27@20/09/18/09/01
0.044,-0.182,-0.552,0.338,0.207,0.004,0.165,0.355,-0.126,0.556,0.185,0.028,0.109,14/07/02@14/10@16/01@16/17/07@16/19/05@18/02/01/01@20/01/10@20/09/07/03@20/09/07/05@20/09/07/25@20/09/16@20/09/18/09/01@30/01/05/05/01@42/09@42/25
0.37,0.55,0.48,-0.074,0.32,0.19,0.06,-0.2,0.257,0.535,0.7,0.323,0.161,01/04@11/02/03/04@14/13@16/01@16/17/07@16/19/03@20/01/10@20/09/07/03@20/09/16@20/09/18
-0.007,-0.153,0.175,0.468,0.656,0.354,0.111,-0.342,-0.137,-0.838,-0.814,-0.783,-0.164,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@42/22@43/01/03/05
0.55,0.5,0.652,0.206,0.495,0.54,0.052,-0.756,0.279,0.541,0.76,0.213,-0.23,18/01/07@18/02/01/01/01@18/02/01/02/01@18/02/05@20/09/13@20/09/16@30/01
-0.217,-0.484,?,0.496,0.441,0.286,-0.495,-0.435,-0.006,0.418,0.077,-0.292,-0.38,14/04@16/01@20/01/10
-0.722,-0.9,-0.778,0.772,0.639,0.61,-0.198,-0.51,-0.601,-0.499,-1.971,-0.837,0.089,20/09/07/03@40/01
0.481,0.468,0.912,0.544,0.803,0.719,0.37,0.348,0.085,1.242,0.965,0.882,-0.235,14/04@20/01/10@20/09/16
0.457,0.001,-0.04,0.634,0.872,0.862,0.17,0.064,-0.174,0.623,0.241,0.191,-0.217,10/03/01/01@10/03/01/03@10/03/02@10/03/03@10/03/05/01@16/03/03@42/29@43/01/03/05
-0.09,-0.13,-0.17,-0.26,0.09,0.13,0.13,-0.23,0.1,-0.46,-0.62,-0.68,0.27,14/04@16/01@20/01/10@20/09/07/03@20/09/07/25@42/09
0.063,0.111,0.024,-0.42,-0.488,-0.313,-0.005,0.243,0.11,0.442,0.595,-0.184,-0.199,16/07@20/09/07/03
0.264,0.292,0.085,0.374,0.557,0.223,0.089,-0.188,0.215,-0.396,-0.623,0.114,?,10/03/01@10/03/05/03@16/01@18/02/01/01/01@20/09/07/03@20/09/16@20/09/18@42/04/03
-0.616,-0.626,-0.821,?,-0.269,-0.259,-0.521,0.011,-0.674,-0.917,-1.335,-1.358,0.25,20/03/01@20/09/07
0.01,-0.15,-0.23,0.361,0.41,0.29,-0.163,-0.685,-0.405,-0.17,-0.43,-0.15,-0.37,16/01@18/01/07@18/02/09@20/09/07/03
0.879,1.125,0.986,0.057,0.583,0.835,1.157,-0.006,0.567,1.259,1.536,1.086,?,20/09/07
0.08,0.2,0.32,-0.294,-0.33,-0.27,0.431,0.11,-0.024,-0.33,-0.29,-0.15,0.174,20/09/07@20/09/16/09/03@42/04@43/01/03/05
0.07,-0.17,0.1,0.24,-0.12,-0.12,-0.17,-0.886,-0.19,0.152,-0.53,-0.59,-0.474,20/09/07/03
0.217,-0.32,-0.285,?,0.529,0.522,0.393,-0.297,0.255,-0.153,-0.427,-0.383,?,20/09/07/03
0.16,0.27,0.1,-0.2,-0.05,0.06,0.28,0.27,0.3,0.47,0.64,0.51,0.34,99
0.383,0.754,1.185,-0.091,0.409,0.208,0.647,0.496,0.137,1.676,1.804,0.966,-0.988,14/04@20/01/10@20/09/16
0.44,0.927,0.746,0.127,0.195,0.238,0.876,1.008,0.531,-0.09,1.215,-0.623,-0.496,01/01/09/01/01@01/01/09/02/01@16/21/07
0.346,0.55,0.04,0.259,0.405,0.394,0.502,-0.173,0.049,0.601,0.958,-0.035,-0.092,01/01/09/01/01@01/01/09/02/01@16/21/07
1.196,1.237,0.962,?,0.65,0.537,1.09,0.001,-0.094,0.331,0.309,0.426,-0.05,01/01/06/04/01@01/01/06/04/02@01/01/09/01/01@01/01/09/01/02@01/01/09/02/01@01/01/09/02/02@01/01/11/07@01/20/27@16/21/17
0.628,0.811,0.934,-0.054,0.391,0.162,0.643,0.039,0.142,0.613,0.367,0,?,01/03/10@16/01@18/01/07@18/02/01/01@20/09/18/09/01/01@30/01/05/05/01@30/01/09/07@34/05@40/01@42/04/03@43/01/03/05
0.62,0.43,0.4,0.281,0.43,0.35,0.33,0.24,0.007,0.38,0.04,0,?,02/45/11@10/01/02@10/01/05/01@10/01/05/03@10/03/01/01/11@10/03/03@10/03/04/07@10/03/05/01@11/02@11/04/01@11/04/03/01@16/01@16/03@16/17/01@16/19/03@18/01/07@18/02/01@20/01/01/01@20/03@20/09/13@20/09/14@20/09/18/09/01@30/01/09/03@32/01@34/05/02@34/05/07@34/11/03/07@40/01/03@42/01@42/04/05@42/05@42/29@43/01/03/05@43/01/03/09
0.07,-0.54,-0.03,0.27,0.56,0.65,-0.21,-1.5,-0.96,0.01,0.58,-0.36,0.65,01/04@14/07/03@30/01/05@30/01/09/03@34/11/11@40/01
1.944,2.12,1.993,-0.16,0.813,0.542,1.63,0.119,1.284,1.594,1.582,0.415,?,01/04@11/02/03/04@14/07/03@16/01@16/19/01@16/19/03@18/01/01@18/02/01@18/02/10@30/01/05/01/06@30/01/05/05/01@30/01/09/07@32/01/01@34/11/12@40/01/03/01@43/01/03/05
-0.666,-0.532,-0.451,-0.01,-0.197,-0.369,-0.459,-0.126,-0.259,-0.264,-0.725,-0.566,-0.251,18/02/01/01/01@18/02/05@30/01/05/05@30/01/09/07
-0.041,0.008,-0.066,-0.212,-0.042,-0.039,0.017,-0.43,0.514,0.418,0.623,0.121,0.2,99
0.445,0.463,0.206,?,0.029,0.115,-0.162,-0.316,0.197,-0.01,0.369,0.039,-0.259,01/06@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.14,-0.077,-0.336,0.069,0.192,0.207,0.404,-0.755,0.265,0.578,0.578,0.187,-0.211,18/02/01/01/01@30/01/05/05/01@30/05@34/11/03/07@40/01@42/04/03@42/29@43/01/03/05
0.29,0.27,0.072,-0.455,-0.102,-0.102,-0.067,-0.251,0.08,0.428,0.827,0.242,-0.114,01/05/25@16/01@18/02/01/01@30/05/01/10@32/01/03@32/07/07@34/11/03/13
0.319,0.247,0.01,?,0.221,0.298,0.274,-0.349,0.229,1.178,0.689,0.026,0.313,14/04@16/01@20/01/10@20/09/01@34/11/03/07
0.16,-0.1,0.14,0.25,-0.52,-0.44,0.37,0.43,0.45,-0.48,-0.45,-0.27,0.233,99
-0.475,-0.987,-0.587,-0.183,-0.284,-0.118,-0.712,-0.484,-0.044,0.139,-0.602,-0.062,0.311,34/11/03/07
0.178,0.176,0.474,0.353,0.229,0.359,0.283,0.165,0.183,0.06,0.115,-0.2,?,20/09/07@20/09/16/09/03@40/01@42/04@43/01/03/05
0,-0.12,0.13,-0.02,-0.2,-0.16,0.23,0.16,0.19,0.41,1.17,0.56,0.286,01/04@01/06@10/03/01/01/01@10/03/01/01/03@10/03/02@10/03/05/03@12/01@12/07@14/07/03@16/01@18/01/01@18/02/01@30/01/05/01@30/01/05/05/01@30/01/09/11@40/01@42/04
-0.083,-0.03,-0.1,-0.16,-0.119,-0.14,0.34,0.24,0.23,0.1,-0.64,-0.28,-0.063,01/04@01/06@10/03/01/01/01@10/03/01/01/03@10/03/02@10/03/05/03@12/01@12/07@14/07/03@16/01@18/01/01@18/02/01@30/01/05/01@30/01/05/05/01@30/01/09/11@40/01@42/04
0.318,0.321,0.401,0.086,0.134,0.032,0.05,-0.433,0.053,0.09,0.446,-0.08,-0.524,01/04@01/05/02@01/05/25@01/06/05@02/25@10/03/01/01@10/03/01/02@10/03/01/03@10/03/02@11/02/03/04@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02/01/01@18/02/05@18/02/09@30/01/05/01/02@30/01/05/01/03@30/01/05/01/06@30/05/01/18@32/01/03@32/01/09@34/05@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03@42/01@43/01/03/05@43/01/03/09
0.927,0.85,1.295,0,0.141,0.211,0.923,-0.108,0.961,1.902,1.429,0.676,-0.565,01/04@11/02/03/04@14/07/03@16/01@16/19/01@16/19/03@18/01/01@18/02/01@18/02/10@30/01/05/01/06@30/01/05/05/01@30/01/09/07@32/01/01@32/01/09@34/11/12@40/01/03/01@40/10/02@43/01/03/05
-0.221,-0.051,-0.225,-0.072,-0.043,-0.435,-0.276,0.128,0.169,-0.904,-0.68,0.241,0.292,01/04@10/03/01@12/01@14/07/03@30/01/05/01@34/11/03/07
0.626,0.162,-0.184,0.032,0.037,-0.069,1.405,-0.207,0.497,1.734,1.295,0.491,?,30/01/05/05@30/05@34/11/03/07
0.54,0.5,0.74,0.28,0.19,0.33,0.23,0.34,-0.21,1.05,0.65,0.2,0.926,01/04@01/05/02@01/05/25@01/06/05@02/25@10/03/01/01@10/03/01/02@10/03/01/03@10/03/02@11/02/03/04@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02/01@18/02/05@18/02/09@30/01/05/01/02@30/01/05/01/03@30/01/05/01/06@30/05/01@32/01/03@32/01/09@34/05@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03@42/01@43/01/03/05@43/01/03/09
-0.092,-0.075,-0.384,-0.11,-0.031,0.05,?,0.079,0.313,-0.366,-0.164,-0.281,0.323,01/04@10/03/01@14/07/03@30/01/05/01/03@32/01@34/11/12@40/01/03@43/01/03/05
-0.06,-0.08,-0.08,0.17,-0.11,-0.03,0.17,0.34,0.44,0.24,-0.061,-0.3,?,01/03/10@01/03/13@18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/12@43/01/03/09
-0.24,-0.31,0.02,0.26,-0.16,-0.09,-0.062,0.23,0.08,-0.232,-1.2,-0.687,0.386,01/03/10@01/03/13@18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/12@43/01/03/09
-0.651,-0.18,-0.404,0.368,-0.166,-0.062,-0.893,-0.259,-1.568,-0.581,-1.215,-0.548,0.003,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@12/01@12/04@16/01@16/03@16/19/05@18/02/05@20/09/18/09/01@30/01/05/01@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01/03@40/10@40/20@42/01@42/04@43/01/03/05@43/01/03/06@43/01/03/09
0.316,0.309,0.165,-0.18,-0.018,-0.208,-0.391,-1.153,-0.21,0.204,0.707,-0.153,-1.699,01/05/25@01/07/01@30/01/05/05/01@34/11/12
0.303,0.138,?,?,?,-0.006,0.529,-0.336,0.134,1.072,0.77,0.314,-0.253,01/02/07/01@02/01/03@14/13/04/02
-0.28,-0.303,-0.325,0.274,0.042,0.057,-0.216,-0.424,-0.509,-0.591,-0.501,-0.042,-0.28,10/01/09/05@10/03/01@11/02/03/04@14/07/04
-0.482,-0.497,-0.644,0.214,-0.145,-0.162,-0.742,-0.404,-0.784,-0.004,-0.603,-0.159,-0.606,10/01/09/05@10/03/01@11/02/03/04@14/07/04@34/11/03/07
0.053,0.258,0.33,0.114,0.205,0.176,0.159,0.113,-0.202,-0.049,-0.015,-0.138,-0.164,10/01/09/05@10/03/04/05@11/02/03/04
-0.351,-0.247,-0.125,-0.49,-0.497,-0.208,-0.321,-0.423,-0.019,0.115,0.442,0.104,0.138,10/01/09/05@11/02/03/04@40/01/03@43/01/03/05
-0.251,-0.149,0.017,-0.192,-0.072,-0.376,0.844,0.131,0.152,-0.147,-0.3,-0.408,0.414,01/04@01/06/02/01@42/01
0.146,-0.221,-0.299,-0.035,-0.073,0.112,0.188,0.498,-0.442,-0.249,-0.496,-0.946,0.295,01/04@01/06/02/01@30/01/09/03@32/01
-0.12,-0.25,0.12,-0.122,-0.18,-0.04,0.402,0.11,0.47,-0.22,-0.52,-0.11,0.148,11/02/03/04
0.077,0.082,-0.334,-0.078,-0.503,-0.481,-0.713,-0.192,-0.064,0.545,1.001,0.936,0.706,10/03/02@40/01@42/01@42/04@43/01/03/05@43/01/03/09
-0.184,-0.037,-0.022,-0.569,-0.585,-0.556,-0.294,0.598,-0.232,?,-0.53,-0.064,?,10/03/01/01/09@10/03/02@10/03/04@43/01/03/09
-0.133,0.257,0.036,?,-0.159,-0.111,-0.052,0.104,-0.44,?,0.399,-0.212,-0.376,32/07/01@42/01@43/01/03/09
-0.165,0.389,0.272,-0.291,-0.319,-0.285,0.136,0.472,-0.057,0.029,0.898,0.69,-0.169,43/01/03/09
0.235,-0.06,0.444,0.476,-0.057,0.109,0.232,-0.214,0.556,0.506,0.32,-0.229,?,01/05/03@02/19@11/02/03/01@11/02/03/04@43/01/03/05
0.07,-0.11,0.01,-0.4,-0.32,-0.03,-0.06,-0.01,0,-0.05,-0.47,-0.15,-0.26,99
-0.823,-0.731,-0.929,?,-0.857,-0.419,0.867,-0.24,?,-0.182,-0.208,-0.285,0.076,01/06/06/11@43/01/03/09
-0.609,-0.449,-0.221,?,-0.675,-0.774,0.225,0.115,-0.286,-0.068,-0.506,-0.487,0.086,01/06/06/11@16/21/07@36/20/18@40/01/05
-2.791,-2.571,-2.368,-0.621,-3.254,-3.175,1.272,0.562,0.116,-0.3,?,?,0.559,01/06/06/11@32/07/01
-0.551,-0.919,-0.925,0.56,-0.607,-0.572,-0.081,-0.239,-0.093,0.573,-0.32,-0.567,0.584,01/06/06/11
-0.817,-0.991,-0.696,0.17,-0.738,-0.808,-0.439,-0.292,-0.265,0.427,-0.262,-0.009,?,01/04@01/06/06/11@16/19/03
-0.963,-1.032,-0.824,-0.043,-0.801,-0.999,-0.03,0.124,-0.26,-0.359,-0.738,-0.386,-0.093,01/06/06/11
0.003,0.104,0.235,-0.178,0.135,-0.017,0.587,0.203,0.268,-0.921,-0.586,-0.379,?,01/06/06/11@20/09/07@20/09/13
0.004,-0.131,-0.057,0.024,0.368,0.113,0.379,0.081,-0.017,-0.502,-0.765,-1.429,0.247,01/06/06/11@20/09/07@20/09/13
?,?,-0.01,-0.14,-0.39,-0.28,0.66,0.03,0.14,0.763,-0.36,-0.02,-0.09,01/06/06/11@20/01/13@20/09/13@20/09/18/09/01@30/05/02/16@34/01/07
0.84,0.62,0.58,0.367,0.68,0.49,0.53,-0.22,0.256,0.2,0.04,-0.25,-0.102,01/06@01/07/01@16/21/05
-0.167,-0.05,-0.301,-0.149,-0.296,-0.138,0.183,-0.352,0.553,0.258,0.366,-0.015,0.179,11/02/03/04@16/03/01@32/01
0.03,-0.06,0.89,-0.669,0.11,-0.1,1.22,-0.94,0.546,0.975,1.991,0.04,0.136,01/06@32/01@42/01
-0.141,0.097,0.229,-0.18,0.014,0.289,1.769,0.337,1.191,-0.043,0.46,0.104,0.222,01/05/02/04@01/05/02/07
0.296,0.644,0.773,-0.322,-0.071,-0.105,-0.002,0.021,0.184,0.67,0.701,0.272,-0.558,01/05/02/04@01/05/02/07@02/10
0.033,0.354,0.887,-0.007,-0.779,-0.626,0.498,0.082,0.084,0.713,0.84,0.433,0.056,01/01/03/02/01@01/05/02/04@01/05/02/07@02/10@02/16/11@16/21/08
