@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0                                 numeric
@ATTRIBUTE alpha_7                                 numeric
@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_35                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_77                                numeric
@ATTRIBUTE alpha_84                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_98                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_0                                   numeric
@ATTRIBUTE elu_30                                  numeric
@ATTRIBUTE elu_60                                  numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_300                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE elu_390                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo_2                                   numeric
@ATTRIBUTE spo_5                                   numeric
@ATTRIBUTE spo_7                                   numeric
@ATTRIBUTE spo_9                                   numeric
@ATTRIBUTE spo_11                                  numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo5_7                                  numeric
@ATTRIBUTE spo5_11                                 numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE spo__mid                                numeric
@ATTRIBUTE heat_0                                  numeric
@ATTRIBUTE heat_10                                 numeric
@ATTRIBUTE heat_20                                 numeric
@ATTRIBUTE heat_40                                 numeric
@ATTRIBUTE heat_80                                 numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_15                                  numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE dtt_60                                  numeric
@ATTRIBUTE dtt_120                                 numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_20                                 numeric
@ATTRIBUTE cold_40                                 numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_780                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE diau_1020                               numeric
@ATTRIBUTE diau_1140                               numeric
@ATTRIBUTE diau_1260                               numeric
@ATTRIBUTE class string

@DATA
-0.3,-0.09,-0.56,-0.2,-0.07,-0.06,-0.06,-0.15,-0.12,-0.17,0.03,-0.3,-0.06,-0.22,0.11,0.12,-0.38,-0.07,0.57,-0.27,-0.15,-0.34,-0.32,-0.34,-0.12,-0.14,0.19,0.01,0.06,0.07,-0.2,-0.34,0.08,-0.06,0.01,0.16,-0.18,-0.23,-0.4,-0.23,0.18,-0.01,-0.27,-0.54,0.11,-0.22,-0.03,-0.09,-0.47,-0.22,0.03,0.16,-0.17,-0.67,0.3,0.19,?,0.03,-0.17,-0.23,-0.18,0.59,-0.34,-0.06,-0.17,0.15,-0.25,-0.42,-0.3,0.41,-0.03,0.07,0.38,0.29,0.26,-0.27,-0.42,0.1,-0.62,GO0006337@GO0006355@GO0006368@GO0016586@GO0043044@GO0070577
-0.4,-0.38,-0.3,-0.23,-0.4,-0.17,-0.04,-0.25,-0.22,-0.29,-0.25,-0.01,-0.38,-0.42,-0.15,-0.1,-0.23,-0.01,0.7,0.04,-0.64,0.26,-0.15,-0.15,-0.09,-0.15,-0.18,0.11,0.07,0.06,-0.43,0.1,-0.47,-0.18,-0.15,0.34,0.1,0.03,-0.04,0.24,0.8,-0.14,-0.54,0.1,0.01,-0.1,-0.29,-0.07,-0.17,-0.45,-0.45,-0.38,-0.06,0.14,0.06,0.38,-0.17,-0.47,-0.17,0.06,0.14,-0.25,-0.36,0.07,-0.14,-0.04,-0.43,0.01,0.66,0.12,0.65,0.93,0.23,0.34,0.26,-0.09,-0.36,0.24,0.25,GO0000131@GO0000145@GO0005886@GO0005934@GO0005935@GO0006887@GO0006893@GO0006904@GO0015031@GO0017137@GO0090522
0.19,0.28,0.03,0.52,0.12,0.18,0.14,0.5,0.19,-0.04,0.07,0.1,0.06,-0.01,0.08,0.29,0.29,-0.06,0.14,-0.18,0.1,0.03,0.01,-0.07,-0.09,0.03,-0.23,-0.14,-0.12,-0.12,-0.06,-0.15,-0.36,0.7,-0.2,-0.17,-0.43,-0.25,0.52,1.71,0.03,-0.86,-0.56,0.21,-0.92,-0.23,-0.3,-0.1,0.16,0.45,0.21,-0.3,-0.09,-0.58,-0.15,-0.2,0.11,0.3,-0.15,-0.12,-0.22,0.42,-0.04,0.01,-0.3,-0.42,-0.27,-0.32,-0.29,0.25,0.1,0.28,-0.09,-0.34,0.32,-0.45,-0.54,0.31,-0.14,GO0003713@GO0005669@GO0006357@GO0006366@GO0008134@GO0035035@GO0044212@GO0046982@GO0051123
0.31,0.16,0.12,0.39,0.03,0.18,0.41,0.41,0.53,-0.17,-0.07,0.06,0.11,-0.03,0.2,-0.01,-0.07,-0.23,0.33,-0.14,-0.29,-0.14,-0.25,-0.67,-0.3,-0.47,-0.69,0.03,-0.42,-0.34,-0.54,-0.09,-0.62,0.58,-0.18,0.12,-0.64,0.28,-0.64,0.86,-0.09,-0.74,-0.36,0.33,-1.22,0.12,-0.47,0.12,?,-0.29,-0.29,-0.54,-1.03,-0.56,0.04,-0.42,-0.03,0.33,-0.17,0.9,-0.17,-0.07,0.48,0.58,-0.6,-0.34,-0.47,0.01,-0.43,0.08,-0.07,0.11,?,0.67,-0.32,-0.27,-0.81,0.11,0.26,GO0000281@GO0000922@GO0004672@GO0004674@GO0005524@GO0005737@GO0005816@GO0005935@GO0006468@GO0007096@GO0023014@GO0031098@GO0032147@GO0042981@GO0051229
0.25,0.39,0.03,0.07,0.34,-0.23,0.2,0.23,0.36,-0.23,0.57,-0.04,0.12,-0.17,0.65,?,-0.29,-0.06,-0.6,-0.36,-0.36,0.12,-0.15,-0.27,-0.03,-0.22,-0.17,-0.07,-0.22,-0.45,-0.2,-0.45,-0.15,0.04,0.26,-0.04,-0.07,0.21,-0.04,0.01,0.32,-1.32,0.04,-0.1,-0.2,0.57,-0.2,-0.43,0.19,0.08,0.03,-0.06,?,0.07,-0.04,-0.29,0.33,0.07,-0.14,0.2,0.19,0.25,0.08,-0.64,-0.81,-0.6,-0.54,-0.67,0.25,0.31,0.45,0.04,-0.09,-0.12,0.01,-0.23,-0.49,-0.29,-0.2,GO0000019@GO0000712@GO0000795@GO0000819@GO0003677@GO0003918@GO0005524@GO0005634@GO0006265@GO0006271@GO0006333@GO0007131@GO0031055@GO0042802@GO0044774@GO0046872@GO0097046@GO0097047
0.11,0.34,0.32,0.38,0.08,0.03,0.2,0.21,-0.01,-0.32,-0.06,0.03,-0.14,-0.07,-0.03,-0.07,-0.43,?,-0.22,-0.06,-0.2,?,0.3,0.12,-0.09,?,-0.01,-0.14,-0.09,-0.15,-0.4,-0.1,0.06,0.65,0.5,0.37,0.39,0.64,0.48,0.33,0.78,0.5,0.19,0.39,0.15,-0.32,0.19,-0.38,-0.36,-0.14,0.39,0.38,0.61,-0.27,0.1,-0.01,-0.17,0.38,-0.3,0.58,?,0.29,0.42,0.24,-0.43,-0.22,-0.36,-0.18,-0.03,0.58,1.12,0.46,-0.47,-0.18,-0.2,-0.29,-0.36,0.75,0.2,GO0005351@GO0005353@GO0005355@GO0005886@GO0008645@GO0015578@GO0015795@GO0015797@GO0016021@GO0046323
0.23,0.26,0.52,-0.1,0.14,-0.38,-0.01,-0.07,-0.07,0.16,0.04,0.18,-0.03,-0.14,-0.17,-0.14,-0.17,-0.12,0.24,-0.42,-0.29,-0.58,-0.29,-0.27,-0.2,-0.14,-0.25,-0.38,-0.17,0.31,-0.18,?,0.43,0.62,0.21,-0.1,0.38,0.76,0.24,0.58,-0.36,0.6,0.14,0.33,0.88,0.37,0.24,-0.1,0.11,-0.49,-0.25,-0.17,-0.4,0.46,-0.22,?,0.18,-0.54,0.11,0.61,0.24,0.38,-0.14,0.12,-0.89,-0.54,-0.97,-1.06,0.5,0.42,1.26,0.45,-0.34,-0.03,0.26,-0.3,-0.01,1.49,2.13,GO0000017@GO0000023@GO0005351@GO0005352@GO0005355@GO0016021@GO0046323
-0.17,-0.2,0.21,-0.3,-0.03,-0.27,-0.04,0.14,-0.38,-0.18,-0.49,-0.06,-0.1,-0.25,-0.54,-0.29,-0.32,-0.25,0.06,-0.34,-0.17,0.14,0.07,-0.49,-0.25,-0.62,-0.29,-0.64,-0.49,-0.32,-0.04,-0.06,-0.32,0.1,0.1,-0.38,-0.49,-0.49,-0.42,-0.71,-0.56,-0.34,-0.49,-0.29,-0.54,-0.42,-0.64,-0.03,0.96,-0.23,-0.2,0.41,1.36,1.6,?,1.2,0.28,0.33,0.14,0.7,0.5,0.19,0.14,0.67,-0.71,-0.14,-0.69,-1.84,0.07,0.51,0.64,0.91,-1.6,-0.74,-0.01,-0.79,-0.34,0.56,0.23,GO0003729@GO0003988@GO0005758@GO0005777@GO0005782@GO0006635
-0.1,0.24,-0.14,-0.14,-0.22,0.1,0.1,-0.12,0.11,-0.09,0.21,0.04,?,-0.18,-0.1,0.28,-0.22,0.03,-0.62,-0.17,0.15,0.42,0.5,0.32,0.1,0.29,0.14,-0.04,0.03,-0.04,0.08,-0.04,0.6,0.51,0.43,0.3,0.24,0.39,0.54,0.5,0.32,0.36,0.15,0.41,0.57,0.01,0.15,-0.14,-0.25,-0.69,-0.79,-0.76,-0.14,0.57,0.25,0.1,0.34,-0.17,0.03,-0.3,0.1,0.82,0.29,0.43,-0.22,-0.97,-0.32,-0.43,-0.25,0.43,0.28,0.82,-0.25,-0.22,-0.17,-0.29,-0.84,-0.06,0.12,GO0000082@GO0000083@GO0000209@GO0005634@GO0005737@GO0006270@GO0006351@GO0009086@GO0016567@GO0019005@GO0019344@GO0030174@GO0031146@GO0042802@GO0043130@GO0043224@GO0046685@GO0046686
0.03,-0.54,-0.34,-0.79,-0.14,-0.22,?,-0.3,-0.3,-0.51,-0.51,-0.56,-0.43,-0.38,-0.25,-0.09,-0.49,0.26,0.48,-0.43,-0.03,0.18,0.03,0.07,0.03,0.11,0.14,0.04,-0.17,-0.1,-0.01,-0.25,-0.14,-0.01,0.61,0.37,0.19,?,0.21,-0.12,-0.07,-0.2,0.06,-0.69,0.43,0.24,0.3,-0.18,-0.23,-0.27,-0.25,-0.22,0.01,-0.15,0.14,0.01,-0.29,-0.36,-0.38,0.7,0.12,0.23,0.28,0.76,-0.06,-0.67,0.06,0.31,-0.49,0.66,0.6,0.59,-0.09,0.03,0.03,-0.4,-0.38,-0.27,-0.27,GO0000978@GO0001077@GO0005634@GO0005737@GO0005886@GO0045944@GO0046872
-0.42,-0.12,-0.4,-0.07,-0.32,0.01,-0.76,-0.1,-0.09,0.07,0.04,0.01,-0.47,-0.32,-1.06,-0.1,-0.07,-0.15,0.77,-0.3,0.16,?,-0.17,-0.01,?,0.11,0.11,-0.01,0.03,-0.18,0.19,0.24,0.3,0.24,-0.17,-0.09,-0.15,0.25,-0.03,0.77,-0.12,-0.34,-0.04,0.28,-0.14,-0.3,-0.4,0.25,-0.45,-0.49,0.04,-0.06,-0.07,0.11,0.3,0.21,0.04,0.32,-0.18,0.34,-0.17,0.4,-0.04,0.81,-0.38,-0.64,-0.32,-0.14,-0.17,0.32,0.54,0.38,-0.58,0.07,-0.14,-0.58,-0.25,0.53,0.1,GO0005524@GO0005634@GO0016887
-0.25,0.69,-0.29,?,0.14,-0.25,0.1,-0.22,0.01,0.15,0.1,-0.1,-0.25,-0.42,-0.1,0.03,-0.18,-0.09,-0.49,-0.4,-0.3,0.01,-0.32,-0.04,-0.01,-0.04,0.04,0.36,-0.2,0.01,-0.36,0.04,-0.3,-0.22,-0.32,0.16,0.11,0.04,-0.07,-0.27,0.18,-0.17,-0.06,-0.25,-0.29,-0.45,-0.36,-0.54,0.04,0.16,0.21,0.03,0.01,-0.1,-0.4,-0.3,0.39,0.34,-0.34,-0.42,-0.34,0.43,0.12,-0.32,-0.92,0.58,-0.54,-0.18,0.16,0.18,-0.27,0.11,-0.2,-0.18,-0.18,-0.34,-0.22,-0.38,-0.79,GO0000417@GO0003714@GO0005634@GO0006336@GO0006368@GO0035066@GO0071930
-0.1,-0.51,-0.1,-0.17,?,-0.27,-0.03,0.08,-0.01,-0.42,-0.01,0.12,-0.22,-0.04,0.11,-0.07,-0.06,0.23,-0.3,-0.71,-0.47,-0.6,-0.42,-0.51,-0.17,-0.15,0.34,0.36,-0.56,0.23,-0.07,-0.23,-0.89,-0.97,-0.58,-0.36,-0.45,-0.22,-0.45,-0.54,-0.23,-0.2,-0.38,?,-0.43,-0.27,-0.6,-0.36,0.64,0.76,0.26,-0.01,0.31,-0.43,-0.69,-0.67,0.97,1.12,0.33,-0.04,-0.47,1.12,0.14,0.14,-1.79,-0.14,-0.29,-0.25,0.71,-0.38,0.77,0.89,0.1,0.19,-0.06,-0.3,-0.14,-0.58,-0.42,GO0000184@GO0000741@GO0000932@GO0000956@GO0003682@GO0003723@GO0004534@GO0005634@GO0005737@GO0005829@GO0005874@GO0006364@GO0007089@GO0010494@GO0016242@GO0032968@GO0043144@GO0048471@GO0060261@GO0061157@GO0070651@GO0090512
0.28,0.08,0.28,0.52,0.43,0.25,0.12,0.24,0.03,-0.09,0.29,0.03,-0.09,0.04,0.38,0.31,0.26,-0.01,-0.15,-0.54,-0.18,0.07,-0.03,-0.03,-0.43,-0.54,-0.43,-0.47,-0.47,-0.43,-0.54,-0.42,-0.15,-0.15,-0.2,-0.25,-0.43,-0.15,-0.14,-0.23,-0.27,-0.4,-0.54,-0.07,-0.1,-0.49,-0.29,-0.3,-0.2,-0.47,-0.38,-0.32,-0.25,-0.1,-0.18,-0.22,-0.34,-0.22,-0.27,-0.06,-0.09,-0.47,0.01,?,-0.43,-0.67,-0.45,-0.18,0.29,-0.09,0.34,0.25,0.07,0.01,0.41,-0.04,-0.06,0.49,-0.1,GO0000329@GO0003779@GO0005765@GO0005829@GO0006623@GO0006895@GO0007033@GO0030897@GO0032889@GO0033263@GO0035542@GO0042144@GO0045324@GO0099022
-0.03,-0.64,-0.56,-0.58,-0.18,-0.47,0.03,-0.47,-0.01,-0.04,-0.22,-0.45,-0.01,-0.47,-0.27,-0.45,-0.23,-0.36,0.01,-0.36,-0.22,-0.42,?,-0.1,-0.79,-0.29,-0.25,-0.2,-0.09,-0.4,-0.43,-0.12,0.41,0.34,0.03,0.21,0.14,0.12,0.37,0.06,0.08,0.3,0.25,-1.51,-0.09,-0.3,-0.15,-0.27,-0.79,-0.38,-0.43,-0.14,-0.29,-0.2,-0.27,-0.34,-1,-0.76,-0.64,-0.71,-0.14,-0.97,-0.79,1.37,0.03,-0.12,-0.67,-0.3,-0.3,0.44,0.03,0.51,-0.14,-0.17,0.43,-0.45,-0.51,-0.22,-1.15,GO0000176@GO0000177@GO0000467@GO0005730@GO0017091@GO0034427@GO0034473@GO0034475@GO0034476@GO0043928@GO0070478@GO0070481@GO0070651@GO0071028@GO0071035@GO0071038@GO0071042@GO0071051
0.11,-0.34,-0.43,-0.56,-0.27,-0.97,-0.81,-0.92,0.1,-0.23,0.33,-0.6,-0.27,-0.3,-0.17,-0.1,-0.71,-0.6,-0.45,-1.03,-0.09,-0.49,-0.25,-0.45,-0.51,-0.6,-1,-1.25,-0.97,-1.4,-1.64,-0.86,-0.15,-0.4,-0.27,0.12,0.28,0.25,0.18,-0.03,0.03,0.07,0.1,0.33,-0.01,-0.18,-0.17,?,0.14,0.28,-0.01,-0.03,?,-0.62,-0.18,-0.79,0.49,1.11,-0.23,0.2,0.42,-0.09,-0.79,0.12,-1.15,-0.89,-0.74,-0.94,0.51,0.83,0.41,0.08,-0.09,0.3,-0.06,-0.04,-0.43,-0.09,-0.3,GO0000131@GO0000145@GO0001927@GO0005934@GO0005935@GO0006887@GO0006893@GO0015031@GO0048309@GO0090522
-0.4,-0.92,-0.42,-0.14,-0.27,-0.3,-0.06,-0.27,-0.14,-0.07,-0.22,-0.15,-0.04,-0.42,-0.25,-0.22,-0.17,-0.36,-0.3,-0.04,-0.36,-0.09,-0.25,-0.27,-0.29,-0.32,-0.09,0.12,-0.38,0.07,0.07,0.08,-0.27,-0.23,-0.32,-0.03,-0.01,?,0.03,0.15,-0.12,0.19,-0.42,-0.67,-0.47,0.04,-0.74,-0.3,0.21,-0.23,-0.43,-0.74,-0.58,0.68,-0.2,-0.22,0.58,-0.15,-0.49,-0.06,0.04,0.46,0.51,0.1,-0.56,-0.45,-0.1,-0.09,-0.1,0.29,0.07,0.39,-0.07,-0.29,-0.79,-0.94,?,-0.29,-0.58,GO0000977@GO0000981@GO0005634@GO0006351@GO0008270@GO0034225@GO0045944@GO0097236
-0.2,-0.29,-0.27,-0.15,-0.25,-0.03,0.08,-0.01,?,-0.14,0.01,-0.06,-0.14,-0.18,-0.04,-0.01,0.23,-0.03,-0.54,-0.17,-0.06,0.14,0.51,0.18,0.23,-0.15,-0.14,-0.27,0.08,-0.47,-0.12,-0.1,0.08,-0.15,-0.38,-0.47,-0.25,-0.25,-0.47,-0.45,-0.18,-0.3,-0.36,-0.45,-0.36,-0.6,-0.42,-0.2,-0.15,-0.1,-0.3,-0.23,-0.56,-0.38,-0.22,-0.22,?,0.03,-0.17,-0.42,0.32,-0.27,-0.01,0.26,0.04,-0.47,-0.49,-0.42,-0.2,0.21,-0.29,0.01,0.11,0.12,-0.07,0.03,-0.4,-0.42,-0.89,GO0003700@GO0005634@GO0006351@GO0043565@GO0045944
-0.01,0.1,0.04,0.15,-0.07,?,0.06,0.33,0.08,-0.23,-0.07,-0.17,0.07,-0.03,0.03,-0.03,-0.06,-0.18,0.03,0.11,0.19,0.32,0.15,-0.01,0.06,-0.14,-0.29,-0.36,0.06,-0.27,-0.38,-0.3,-0.14,0.24,-0.49,-0.3,-0.67,0.12,?,0.32,0.29,-1,-0.23,0.19,-0.84,-0.18,-0.89,-0.23,0.18,?,-0.07,-0.22,-0.29,-0.07,-0.49,-0.45,0.64,0.7,-0.18,-0.81,-0.2,-0.76,-0.76,0.38,-0.4,-0.45,-0.45,-0.18,0.8,0.29,0.29,-0.07,-0.27,-0.27,-0.29,-0.27,-0.27,-0.54,-0.14,GO0000139@GO0005484@GO0005789@GO0006888@GO0006890@GO0006906@GO0015031@GO0016021@GO0030134@GO0031201
0.01,-0.49,-0.06,-0.14,0.12,0.28,0.18,0.11,0.07,-0.09,0.04,-0.07,-0.01,-0.23,0.03,-0.09,0.3,-0.04,0.48,-0.04,-0.06,0.21,0.24,-0.07,0.23,0.3,0.06,0.11,0.08,0.03,-0.3,0.15,0.03,0.11,0.32,-0.03,?,-0.03,-0.15,-0.2,-0.15,-0.06,-0.06,-0.3,0.15,-0.14,0.16,-0.42,-0.22,0.16,-0.01,-0.07,-0.2,-0.42,-0.15,-0.29,0.14,0.73,-0.04,-0.29,-0.15,0.04,0.06,0.46,0.1,-0.67,-0.1,-0.27,0.46,-0.22,0.44,0.52,-0.23,-0.23,-0.01,-0.42,-0.22,-0.06,-0.64,GO0003924@GO0005096@GO0005525@GO0005786@GO0006614@GO0006616@GO0008312@GO0030942
0.31,-0.58,0.21,-0.07,0.04,-0.12,0.18,-0.04,-0.07,0.18,0.12,0.03,0.03,0.01,0.04,-0.15,0.19,0.01,-0.04,-0.18,0.2,0.54,0.43,0.18,0.03,-0.1,-0.01,-0.06,-0.04,-0.1,-0.36,-0.27,-0.14,-0.4,-0.43,-0.43,-0.34,-0.34,-0.32,-0.29,-0.42,-0.4,-0.09,-0.81,-0.18,-0.3,-0.12,-0.54,-0.34,-0.34,-0.51,-0.3,-0.42,0.28,-0.2,0.11,-0.45,-0.15,0.15,-0.42,-0.4,-0.71,-0.27,0.2,-0.06,-0.47,-0.67,-0.54,0.41,0.25,0.68,-0.12,-0.06,-0.06,-0.09,-0.07,-0.18,-0.36,-0.79,GO0004766@GO0008295@GO0015940
-0.22,-0.51,-0.25,-0.22,-0.09,0.23,0.06,0.04,-0.25,-0.3,-0.25,-0.3,-0.2,-0.51,-0.2,-0.22,0.1,-0.06,0.31,-0.58,-0.38,0.2,0.04,-0.12,-0.3,-0.25,-0.18,-0.22,-0.2,-0.54,-0.76,-0.62,-0.45,-0.38,-0.1,-0.15,-0.09,0.15,0.2,0.32,0.01,-0.09,-0.15,0.04,0.65,0.44,0.58,-0.36,-0.4,-0.27,-0.79,-0.79,-0.43,-0.09,-0.64,-0.6,-0.36,0.24,-0.06,-0.71,-0.36,-0.09,-0.17,-0.23,0.04,-0.04,-0.56,-0.22,-0.01,0.29,0.29,0.38,0.07,0.24,0.03,-0.74,-0.3,-0.12,-0.09,GO0003682@GO0005669@GO0006355@GO0006366@GO0046982@GO0051123
-0.25,-0.22,-0.14,-0.18,0.01,0.06,-0.38,-0.22,0.15,-0.22,0.51,-0.54,-0.34,-0.2,0.19,-0.32,-0.15,-0.32,-0.51,-0.54,-0.23,-0.32,-0.25,-0.71,-0.71,-0.54,-0.49,-0.74,-0.56,-0.69,-0.56,-0.64,0.16,0.49,0.11,0.29,-0.23,-0.09,0.08,0.12,0.01,0.06,-0.03,0.58,0.04,-0.14,-0.25,-0.38,-0.03,0.69,1.19,0.96,0.48,-0.86,0.16,-0.43,0.87,1.7,-0.01,-0.47,-0.29,-0.49,-0.38,-0.23,-0.01,-0.32,-0.04,-0.4,-0.14,0.67,0.67,0.44,0.16,0.12,-0.03,-0.45,-0.58,-0.04,-0.76,GO0004161@GO0004311@GO0004337@GO0005737@GO0015031@GO0016114@GO0033384@GO0033386@GO0045337@GO0046872
0.25,-0.51,-0.32,-0.34,0.07,0.06,0.16,0.19,0.11,-0.47,-0.01,-0.27,0.11,-0.2,-0.1,0.3,-0.25,-0.23,-0.74,-0.67,-0.56,0.14,0.18,-0.17,-0.36,-0.38,-0.47,-0.32,-0.38,-0.74,-0.64,-0.6,0.65,0.3,0.39,0.55,0.21,0.06,-0.22,-0.07,0.46,0.55,-1.4,-0.12,?,-0.34,-0.1,-0.3,0.1,0.67,0.24,-0.23,-0.74,-0.97,-0.64,-1.03,-0.6,0.67,-0.1,-1.18,-0.12,-0.67,-0.23,0.24,-0.51,-0.64,-0.97,-0.62,-0.56,0.59,-0.38,0.29,0.12,0.11,-0.06,-0.69,-0.58,-0.09,-1.47,GO0001164@GO0005730@GO0006356@GO0006361@GO0017025@GO0042790@GO0070860
0.45,-0.27,0.08,-0.14,-0.29,-0.14,0.08,0.01,-0.14,0.36,-0.42,-0.22,0.12,0.03,-0.29,-0.12,0.03,0.29,-0.4,-0.47,-0.12,0.44,0.33,0.11,0.37,-0.04,-0.23,0.03,0.18,-0.38,-0.56,-0.4,0.43,0.38,0.24,-0.15,?,0.12,?,-0.4,-0.38,0.07,-0.34,-0.47,-0.14,-0.42,-0.36,-0.03,0.08,0.21,0.52,0.1,0.16,-0.27,-0.6,0.51,0.16,1.16,-0.32,-0.64,-0.25,-0.62,-0.2,-0.51,-0.25,0.1,-0.6,-0.22,-0.09,0.36,0.43,0.87,0.03,?,0.32,-0.17,-0.2,-0.09,-0.84,GO0000019@GO0000112@GO0000439@GO0003684@GO0005524@GO0005675@GO0005829@GO0006366@GO0010525@GO0033683@GO0043139@GO0043141@GO0045951@GO0046872@GO0051539@GO0070816
-0.29,-0.76,-0.81,-0.25,-0.43,-0.25,-0.2,-0.04,-0.18,?,-0.4,-0.15,-0.23,-0.36,-0.64,-0.38,-0.12,0.19,-1,-0.29,-0.4,0.2,1.04,0.21,0.11,-0.14,-0.3,0.04,1.54,-0.22,-0.69,-0.27,0.98,0.74,0.19,-0.25,-0.15,-0.22,-0.01,-0.43,-0.58,0.28,0.1,0.29,0.1,-0.27,-0.14,-0.1,-0.03,0.59,0.15,-0.01,-0.15,-0.76,-0.6,-0.97,-0.2,0.6,-0.06,-1.74,-0.79,-0.6,-0.3,-0.04,-0.22,-0.67,-0.81,-0.64,-0.06,0.11,1.17,1.21,-0.04,0.07,0.04,-0.45,-0.67,-0.51,-1.12,GO0003677@GO0003899@GO0005654@GO0005666@GO0006386@GO0042797
-0.36,-0.58,-0.6,-0.43,-0.15,-0.27,0.16,-0.36,-0.14,-0.3,-0.42,-0.43,-0.2,-0.56,-0.32,-0.43,-0.18,-0.25,-0.64,-0.47,-0.25,-0.6,-0.2,-0.34,-0.09,0.03,-0.17,0.06,0.36,-0.09,-0.27,?,0.3,0.18,0.31,0.23,0.11,?,-1.09,-0.17,-0.03,0.37,-0.1,-0.27,0.12,-0.17,-0.06,-0.23,0.6,0.69,0.86,0.06,0.31,-0.04,-0.43,-0.89,0.75,0.88,-0.04,-0.54,-0.45,-0.47,-0.2,-0.18,-0.3,-0.4,-0.51,-0.56,-0.09,0.4,0.4,0.51,-0.15,-0.12,0.06,-0.15,-0.2,-0.2,-1,GO0005524@GO0005634@GO0005737@GO0016881@GO0016925@GO0019948@GO0031510@GO0046872
0.16,0.16,0.67,0.76,0.58,0.19,0.2,-0.12,-0.23,-0.14,-0.12,0.15,0.33,-0.17,-0.12,-0.49,-0.1,-0.32,-1.25,0.42,-0.4,-0.79,-0.4,-0.32,0.07,0.24,-0.01,-0.17,-0.27,-0.12,-0.38,-0.25,0.24,0.59,0.41,-0.34,-0.32,-0.25,0.12,0.04,-0.3,0.15,0.14,0.67,0.37,0.4,0.28,-0.42,0.26,0.86,0.78,0.1,-0.45,-0.97,-0.71,-0.43,0.26,0.72,-0.27,-1.15,-0.27,-0.27,-0.42,-0.62,-0.84,-0.64,-0.71,-0.58,-0.25,1.26,0.55,0.75,-0.01,?,0.06,-0.42,-0.36,0.55,-0.49,GO0004076@GO0005739@GO0009102@GO0046872@GO0051537@GO0051539
0.04,0.33,-0.42,-0.15,-0.27,-0.04,0.06,-0.09,-0.03,-0.36,-0.43,-0.23,-0.12,-0.34,-0.18,-0.1,-0.3,?,0.29,-0.07,-0.32,0.1,0.1,0.07,-0.27,0.23,0.01,0.01,-0.03,0.08,0.07,-0.01,-0.25,-0.1,-0.22,?,-0.06,-0.17,-0.34,-0.2,0.15,-0.01,-0.09,0.43,-0.42,-0.51,-0.43,0.03,-0.17,0.24,-0.2,-0.89,-0.84,-0.47,-0.27,-1.43,0.59,1.12,0.11,0.7,0.04,0.24,0.24,0.5,-0.34,-0.38,-0.1,-0.12,0.01,-0.18,0.18,0.52,0.07,-0.56,-0.22,-0.34,-0.42,-0.17,-1.03,GO0000747@GO0005215@GO0005886@GO0006071@GO0006846@GO0015168@GO0015254@GO0015700@GO0015791@GO0015793@GO0016021@GO0046685
