@RELATION 'gasch10.names'

@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_030inutes__hs_2                                       numeric
@ATTRIBUTE heat_shock_17_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_21_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_29_to_37_20_minutes                                   numeric
@ATTRIBUTE 33C_vs_30C___90_minutes                                          numeric
@ATTRIBUTE 29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes         numeric
@ATTRIBUTE dtt_120_min_dtt_2                                                numeric
@ATTRIBUTE dtt_240_min_dtt_2                                                numeric
@ATTRIBUTE 1point5_mM_diamide_5_min                                         numeric
@ATTRIBUTE 1point5_mM_diamide_10_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_30_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_40_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_90_min                                        numeric
@ATTRIBUTE steady_state_1M_sorbitol                                         numeric
@ATTRIBUTE aa_starv_0point5_h                                               numeric
@ATTRIBUTE aa_starv_2_h                                                     numeric
@ATTRIBUTE Nitrogen_Depletion_2_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_4_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_8_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_1_d                                           numeric
@ATTRIBUTE diauxic_shift_timecourse_15point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_18point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_20point5_h                              numeric
@ATTRIBUTE YPD_6_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_8_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_10_h__ypd_2                                                  numeric
@ATTRIBUTE YPD_2_d_ypd_2                                                    numeric
@ATTRIBUTE YPD_stationary_phase_2_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_4_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_8_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_12_h_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_1_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_2_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_5_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_22_d_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_28_d_ypd_1                                  numeric
@ATTRIBUTE DBYmsn2/4_real_strain_Plus_37degrees_20_min                      numeric
@ATTRIBUTE DBYyap1_Plus_37degree_heat_repeat                                numeric
@ATTRIBUTE YP_ethanol_vs_reference_pool_car_2                               numeric
@ATTRIBUTE YP_raffinose_vs_reference_pool_car_2                             numeric
@ATTRIBUTE YP_sucrose_vs_reference_pool_car_2                               numeric
@ATTRIBUTE steady_state_15_dec_C_ct_2                                       numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.21,0.21,0.26,-0.5,-0.31,-0.03,-0.57,-0.18,-0.25,-0.45,0.31,0.68,0.24,-0.21,-0.15,0.52,0.06,-0.48,0.06,-0.01,0.07,-0.52,-0.43,-1.22,-0.84,-0.45,-0.85,-0.4,-0.79,-0.03,-0.13,-0.05,-0.78,-0.21,-0.55,-0.58,-0.7,-0.28,0.1,-0.3,-0.42,0.18,0.42,-0.84,20/01/01/01@20/03/22@34/01/01/01
0.76,0.76,0.26,-1.6,-1.22,-0.2,0.31,0.67,-0.51,-1.15,-0.12,-0.74,-1.47,-1.47,-1.4,-0.15,-0.84,-0.34,-0.84,-0.64,-3.18,-4.64,-0.81,-1.18,-2.12,-3.18,-3.84,-3.64,-3.84,0.15,0.51,-0.06,-3.06,-4.32,-4.64,-3.18,-4.32,?,-0.4,-0.17,-2.32,0.3,0.49,0.53,42/01
0.2,0.2,0.76,0.21,0.37,0.32,-0.15,0.6,-0.06,0.18,0.25,0.82,0.95,0.65,0.08,0.39,-0.14,0.21,-0.56,-0.23,-0.47,-0.25,-0.54,0.79,0.08,1.97,1.7,0.64,-0.25,0.31,0.58,0.93,0.93,0.21,-0.04,0.28,0.07,0.29,0.32,0.28,0.56,0.3,-0.07,0.04,01/06@12/01/01@42/16
0.53,0.53,-0.81,-0.69,-0.64,-0.54,0.08,0.19,0.19,-0.54,0.23,0.55,-0.2,-0.09,?,0.39,0.07,0.14,0.96,0.52,0.86,-0.38,0.21,0.4,-0.38,-1.29,-1.51,-0.89,-1.25,0.24,-0.1,0.28,-1.25,-0.81,-0.92,-1.94,-2.56,-1.94,0.18,-1,-0.47,-0.07,0.3,-0.56,01/03/01/03@01/07/01@02/11@02/45/15@16/17@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
1.28,1.28,-0.49,-3.32,-3.47,-2.32,0.34,-0.1,-1.18,-1.69,0.57,0.3,-1.25,-1.06,-0.51,0.48,-2.64,-0.04,-1.32,-0.04,-3.84,-2.06,-0.47,-1.64,-2.47,-3.64,-2.84,-2.94,-3.18,0.59,0.61,0.28,-3.32,-2.32,-2.84,-2.56,-3.64,-3.64,-0.94,-1.6,-0.76,0.08,0.62,0.08,12/01/01@12/04@16/01@16/03/03
0.37,0.37,0.25,-0.32,0,-0.27,-0.1,0.07,-0.32,-0.47,0.18,0.26,-0.06,-0.06,-0.12,0.1,-0.14,0.04,-0.15,0.2,-0.6,0.04,-0.64,0.54,-0.3,0.55,-0.29,-0.64,-0.04,0.28,0.14,-0.18,-0.74,-0.71,-0.69,-0.62,-1.32,-1.22,-0.14,-0.14,0.01,-0.12,0.03,-0.07,10/01/09/05@11/02/03/04@14/07/04@16/01@30/01/05/05@40/01@43/03
-0.56,-0.56,0.45,?,?,?,-0.22,0.55,0.32,1.14,0.32,0.57,0.7,0.41,0.62,-0.89,0.01,-0.2,0.15,0.07,0.24,-0.14,?,?,?,0.36,1.51,-0.23,0.5,?,-0.42,-0.15,0.59,0.16,0.38,0.84,0.82,0.7,-0.17,0.07,1.37,-0.17,-0.38,0.34,14/04@14/13@20/09/04@42/16
0.33,0.33,0.01,0.65,0.37,-0.92,-0.6,-0.84,-0.2,-0.29,-0.07,0.03,0.5,-0.09,-0.27,-0.62,0.28,-1.29,-0.07,-0.12,-0.29,0.46,-0.71,1.46,0.9,3.22,1.03,0.86,0.61,-0.32,-0.06,-0.49,0.96,0.39,1.08,1.62,?,?,-0.29,-0.15,0.5,-0.07,-0.27,0.06,01/05
-0.23,-0.23,0.69,0.79,1,1.35,0.7,1.92,0.89,-0.54,0.25,0.45,0.84,1.26,-0.29,0.2,2.28,2.45,2.68,2.14,-2.84,-3.32,-1.12,-0.62,-0.69,-1.51,-1.51,-2.18,-1.15,0.29,0.11,-0.58,-0.67,-1.12,-1.6,-1.64,-2.94,-2.94,1.35,1.16,-2.32,-2,0.58,-0.29,01/05@02/16/03@02/45@16/01@42/04@42/16
-0.29,-0.29,1,-2.12,0.93,-1.09,-0.03,-0.56,-0.86,0.16,-0.14,-0.51,-0.42,-0.01,0.24,-0.2,0.11,0.58,0.38,0.52,0.7,-0.38,-0.22,0.16,0.25,-1.18,0.34,0.18,0.63,0.15,0.34,0.65,-1.32,-0.03,-0.29,-1.6,-0.25,0.29,0.18,-0.45,-0.27,-0.51,-0.42,0.41,01/05@14/07/02/01@14/07/02/02
0.21,0.21,0.32,0.01,0.16,-0.14,-0.24,0.02,-0.1,-0.01,-0.39,-0.25,-0.18,-0.01,0.16,0.35,0.24,0.13,0.32,0.15,0.51,0.58,-0.04,0.36,-0.22,-0.06,-0.1,0.33,1.08,-0.14,0.01,-0.23,-0.35,0.13,0.33,0.03,-0.02,0.07,0.12,0.31,0.13,-0.12,-0.03,-0.19,11/02/03@11/04/01@11/04/03/01@12/07@16/03/03@16/19/03@42/10
-0.92,-0.92,-0.14,1.5,0.39,0,0,0.37,0.25,-0.1,-0.03,0.18,0.77,0.8,0.34,0.5,0.4,-0.15,0.03,-0.42,1.08,0.43,-0.14,0.86,0.54,1.2,0.37,0.19,0.81,-0.07,-0.34,?,0.07,-0.04,0.23,0.67,0.49,0.23,-0.18,-0.18,0.74,-0.27,0.32,-0.27,01/07/01@01/20/19/01
-2.56,-2.56,0.33,1.07,0.85,-0.36,2.09,-1.12,-0.15,0.26,-0.25,-0.03,0.32,0.03,-0.51,?,0.23,-0.22,0.07,-0.4,0.82,1,-0.32,0.88,1.3,2.12,2.28,3.37,2.58,-0.18,-0.03,0.67,3.29,2.48,1.99,2.78,?,?,-1.25,0,-0.22,0,-0.58,-0.03,01/06/10@14/07/01@16/17/07@20/01/13@20/09/03
0.28,0.28,-0.74,0.11,-0.6,-0.29,-0.3,0,-0.23,-0.56,-0.2,-0.09,-0.34,-0.32,-0.23,0.51,-0.29,0,0.21,0.36,-0.32,-0.76,-0.03,-0.07,-0.36,0.1,-1.25,-0.51,-0.81,0.18,-0.18,-0.25,-0.12,-0.25,-0.23,-0.06,-0.04,-0.29,0,-0.69,0,-0.58,0.28,-0.51,10/03/01/03@10/03/04/09@10/03/05/01@42/04/05@42/10
-0.07,-0.07,0.26,-0.2,0.37,0.19,-0.16,-0.19,0.08,0.38,0.01,0,0.47,0.42,0.11,-2.25,0.05,-0.3,-0.42,-0.4,0.12,0.01,-0.15,0.4,-0.12,0.5,0.91,0.08,0.4,-0.17,-0.06,-0.45,0.31,-0.05,0.32,-0.81,0.3,0.5,0.02,-0.11,0.38,-0.12,0.35,0.34,01/04@02/13@10/03/03@14/10@14/13@16/17/09@16/19/03@20/01/10@20/09/04@20/09/14@32/01@34/07@42/16
0.37,0.37,-0.22,-0.4,0.14,-0.25,0.53,-0.54,0.41,0.61,0.11,0.1,0.11,0.11,0.2,-1.43,-0.27,-0.32,-0.51,0.07,0.36,-0.45,-0.62,0.12,0.08,-1.29,-0.29,-0.43,-0.84,-0.25,-0.4,?,0.03,-0.06,-0.62,-0.54,-0.17,-0.04,-0.36,-0.84,-0.25,-0.14,0.38,0.01,01/06/02/01@30/01/09/09@30/01/09/11@32/01/03@34/11/03/13
0.51,0.51,-0.07,-0.29,0.08,-0.14,0.42,0.1,0.31,-0.45,0.32,0.46,0.24,0.5,0.2,-0.2,-0.97,-0.15,0.2,-0.03,0.3,-1.06,0.16,0.31,-0.62,-1.51,-0.4,-0.58,-2.12,0.25,0.63,?,0.03,-0.09,-1.12,-1.56,-2.4,-2.06,-0.07,-0.74,-0.62,0.48,0.59,0,01/01/03/03/01
-0.15,-0.15,1.05,0.58,0.42,0.58,0.1,0.42,-0.06,0.58,-0.15,-0.23,0.07,0.16,-0.04,-0.56,1.55,1.62,2.77,1.66,1.01,1.24,-0.49,1.11,3.17,4.17,5,4.87,4.57,-0.2,-0.12,-0.36,3.39,3.91,2.79,2.21,2.87,3.08,0.18,0.44,1.52,0.12,-0.17,0.15,01/05@01/20/17/01@20/01/03@20/01/13@20/03@20/09/04
0.18,0.18,0.67,0.56,1.61,1.01,0.46,0.23,0.18,0.2,0.33,0.86,1.57,1.68,0.66,0.1,0.37,0.08,0.25,-0.74,0.24,-0.81,0.01,1.02,0.6,2.14,2.18,1.96,0.24,0.29,0.85,1.42,1.52,1.04,-0.03,-0.12,-0.04,0.12,0.43,0.31,1.2,0.7,0.34,1.14,01/06/02/01
0.67,0.67,-0.27,-0.49,-0.49,-0.04,-0.3,0.3,-0.09,-0.6,0.14,0.54,0.46,0.46,0.08,-0.07,-0.43,-0.3,0.57,0.53,0.52,-0.29,0.19,0.29,-0.3,-0.94,-1.12,-0.86,-1.84,0.42,0.11,?,-0.79,-0.18,-0.58,-0.97,-1.06,-0.79,0.38,-0.45,-0.4,0.24,0.37,-0.22,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@14/10@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@42/22@43/01/03/05
-0.47,-0.47,1.66,0.93,0.4,0.89,-0.56,0.12,0.51,1.06,0.18,0.64,0.9,1.2,0.2,?,0.64,0.43,0.18,0.41,1.14,2.17,0.36,0.9,0.98,2.07,1.4,1.18,2.05,-0.4,-0.47,?,0.94,0.54,0.36,0.38,1.98,1.08,-0.17,-0.01,0.03,0.25,0.03,0.31,01/06@14/07/02/02@20/01/03/01@20/01/17@20/09/07
0.08,0.08,0.04,-0.07,0.44,0.4,0.01,0.12,0.15,0.25,-0.15,0.03,0.29,0.49,0.34,-0.38,1.07,0.34,1.04,0.93,1.12,1.6,-0.54,0.64,-0.07,0.39,0.56,0.46,0.66,0.15,?,?,0.26,0.56,0.73,-0.86,0.58,0.34,-0.03,0.29,0.46,0.34,-0.23,0.29,01/02/07/01@11/02/03/04/01
0.28,0.28,0.38,-0.04,0.23,0.5,0.01,0.44,-0.07,0.41,0.23,0.26,0.38,0.34,0.7,-1.03,0.88,0.07,0.21,0.2,2.17,3.43,-0.34,0.18,-0.15,1.63,1.12,0.54,1.1,0.3,0.39,0.43,1.88,0.98,1.5,1.38,0.11,0.03,0.18,0.7,0.2,-0.69,-0.06,0.18,99
-1.22,-1.22,0.57,2.34,2.39,2.92,0.15,0.32,0.84,1.6,1.44,2.43,2.34,1.91,0.41,-0.17,2.77,0.44,-0.74,-1.15,1.64,0.69,1.64,2.21,2.62,5.06,4.37,4.01,3.48,0.77,1.34,3.44,5.58,3.4,3.17,2.75,1.77,1.79,-0.22,0.23,1.42,0.12,-1.12,1.11,01/04@20/01/01/07/07@20/03/02/02@20/09/04@20/09/13@34/01/03/03
-0.14,-0.14,0.26,0.46,0.15,0.75,-0.03,0.03,1.3,0.65,-0.12,0.01,0,0.29,-0.07,-0.34,4.5,3.16,3.58,2.65,0.32,-0.07,-0.42,0.58,0.61,0.33,1.16,0.52,0.31,0.39,0.6,2.16,2.15,0.9,2.13,2.42,0.07,0.58,0.06,0.04,0,-0.38,0.39,0.6,01/01/09/01/01@01/01/09/02/01@16/21/07
1,1,-0.32,-2.06,-1.94,-1.6,0.43,-0.4,0.07,-0.06,0,-0.29,-0.86,-0.64,-0.17,-0.38,-1.15,0.48,0.23,0.14,-1.15,-1.51,-0.22,-0.94,-1.69,-3.84,-1.89,-1.36,-1.6,0.58,0.77,1.09,-2.74,-1.32,-1.89,-2.64,-3.84,-3.47,-0.81,-1.25,-0.89,0.3,0.93,0.28,01/01/06/04/02@01/01/09/02@01/01/11/02/01
-0.36,-0.36,-0.47,1.8,1.82,0.2,-0.01,-1.36,0.23,0.67,0.34,-0.03,0.38,0.24,0.29,-0.38,0.08,-0.74,-1.36,-1.06,-0.62,-0.36,-0.12,0.45,1.06,1.93,1.5,1.42,1.43,0.56,0.67,1.26,2.3,1.77,1.92,2.57,1.22,1.32,-0.97,-0.38,0.65,0.1,0.3,0,10/01/09/05@11/02/03/04@40/01/03@43/01/03/05
0.77,0.77,0.14,0.11,-0.07,-0.14,0.12,-0.06,0.12,-0.42,0.08,-0.12,-0.14,-0.17,0.07,-0.38,-0.15,-0.32,-0.15,-0.07,0.53,0.55,-0.34,0.01,-0.64,0.51,0.29,0.18,0.45,0.43,0.51,0.21,0.36,0.18,0.31,0.96,0.3,0.23,-0.4,-0.14,0.26,0.63,0.49,-0.04,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07@16/17/07@40/01/05
-0.12,-0.12,0.6,1.33,0.81,0.77,0,-0.34,0.07,0.32,0.06,0.1,0.24,0.15,0.2,-0.23,0.15,-0.22,0.34,0,0.95,2.06,-0.45,0.52,0.34,2.38,1.99,1.68,2.61,0.24,0.31,0.3,1.58,1.59,2.24,2.5,2.57,2.85,0.36,0.25,1.08,0.68,0.34,0.21,14/04
1.17,1.17,-1.4,-2.74,-3.32,-1.89,0.11,-0.12,-0.71,-2.12,0.45,0.29,-1.22,-1.32,-0.4,-0.03,-2.74,-0.34,-1,0.24,-3.32,-1.4,-0.3,-1.32,0.01,-4.06,-4.06,-3.32,-2.74,0.71,0.53,0.07,-4.32,-2,-2.64,-2.64,-3.64,-3.32,-0.84,-1.84,-1.51,0.06,0.69,-0.25,12/01/01@12/04@16/01
0.42,0.42,-0.47,-0.2,-0.15,-0.29,-0.3,-0.06,0.19,-0.6,-0.32,0.19,-0.22,-0.04,0.12,0.21,-0.6,-0.32,0.31,0.12,0.01,-0.56,-0.23,0.38,-1.06,-1.12,-0.94,-0.69,-1.09,0.14,0.14,?,-1.36,-0.6,-0.6,-1.36,-1.51,-1.56,0.45,-0.09,-0.43,0.52,0.28,-0.14,10/03/01@11/02/03/04@18/02/01/01/01@20/09/07/03
-0.06,-0.06,0.08,0.5,0.53,0.6,-0.01,0.32,0.89,0.41,0.14,0.4,0.72,1.05,0.53,0.26,0.7,0.04,0.49,-0.07,0.85,0.66,-0.51,-0.15,-0.43,-0.38,-0.03,0.3,-0.56,0.32,0.25,0.55,-0.18,0.4,0.42,-0.32,-0.84,-0.69,0.55,0.01,0.01,0.21,0.37,0.04,18/01/07@18/02/01/01/01@18/02/01/02/01@18/02/05@20/09/13@20/09/16@30/01
-0.86,-0.86,0.51,1.43,1.4,1.53,-0.27,1.14,0.25,0.06,0.44,1.75,2.11,2,0.9,-0.04,1.4,-0.42,0.31,-0.25,1.01,1.59,-0.54,1.14,1.01,1.65,0.99,1.28,1.1,-0.03,-0.3,0.08,1.06,1.14,1.16,1.36,1.23,1.46,1.14,1.22,0.5,0.06,0.14,-0.23,10/01/05/01@16/03/01@32/01/09@32/05/01/03
0.6,0.6,-0.71,-0.74,-0.86,-0.62,-0.06,0,-0.62,-1.25,0.11,0.45,0.1,0.11,-0.01,0.11,-0.25,0,-0.23,0.06,-0.74,-1.4,-0.03,-0.18,-0.54,-1.32,-0.89,-1.29,-1.32,-0.12,-0.3,-0.54,-0.94,-1.4,-1.18,-1.29,-1.43,-1.56,-0.18,-0.32,-0.34,0.45,-0.56,-0.54,11/02/03@11/04/01@11/04/03/01@16/03/03
1.21,1.21,-0.97,-2.84,-2.74,-2,0.14,-0.29,-0.29,-0.27,0.33,-0.25,-0.81,-0.4,-0.1,-0.14,-1.79,-0.27,-0.62,0.21,-1.29,-0.71,-1.03,-1.43,-1.69,-1.56,-1.4,-1.89,-1.03,0.31,0.06,-0.38,-1.79,-1.25,-1.18,-0.71,-2,-1.89,-1.12,-0.69,-0.67,0.41,0.29,0.6,11/04/03/11@12/04/01@12/07@16/03/03@20/01/21
0.01,0.01,0.43,0.14,0.16,0.96,0.18,1.4,0.19,0.56,-0.3,-0.62,-0.36,-0.36,-0.22,0.16,0.39,0.46,-0.06,-0.01,1.16,2.06,-0.62,-0.22,-0.3,0.96,0.42,0.58,1.73,-0.04,0.11,-0.14,0.62,0.63,1.51,0.85,1.42,1.47,0.29,0.86,0.36,-0.89,0.08,0.38,10/01/05/01@11/02/03/04/03
0.03,0.03,1,-0.6,-0.67,-0.22,-0.2,-1.22,1.1,0.95,-0.01,0.04,0.4,0.54,1.06,?,-0.49,-0.47,-0.27,-0.4,0.15,0.74,-0.51,0.66,0.08,0.33,0.86,0.66,1.29,-0.42,0,-0.22,1.3,1.48,0.91,1.7,1.46,1.84,-0.43,-0.17,0.96,-0.84,-0.42,0.45,32/07
