@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1785,1029,620,0,2685,1453,2492,0,1564,1550,0,1881,1391,1652,741,0,1691,3942,1598,1484,910,0,2134,2169,1221,1861,0,1620,3171,850,0,1135,1315,0,0.718,0.804,0.834,0.786,0.832,0.746,0.704,0.852,0.621,0.431,0.415,0.342,0.452,0.593,0.338,0.248,1.28,0.75,0.52,0.53,0.44,0.97,0.77,1.48,0.39,?,01/04@10/01/03/05@10/01/05/01@10/03/01/01/09@10/03/01/03@16/01@16/03/01@16/19/03@18/02/01@32/01/09
3096,2422,676,0,4258,1168,2672,0,2477,1754,0,3216,1380,2216,760,0,1514,2436,902,2394,1055,0,2465,1446,761,1224,0,2998,1784,393,0,3545,2096,0,0.924,0.922,0.937,0.951,0.94,0.921,0.954,0.973,1.302,1.095,1.17,1.462,1.51,1.875,1.849,1.596,1.08,1.35,1.12,1.26,1.48,1.5,1.92,2.3,1.78,?,12/04@12/10@16/19/03
2750,1787,714,0,2891,1059,2048,0,1898,1147,0,2559,1408,1639,723,0,1559,2724,899,2815,852,0,1995,1464,613,1092,0,1430,1170,489,0,1999,1448,0,0.765,0.958,0.919,0.934,0.96,0.933,0.965,0.947,0.988,1.226,1.13,1.021,1.136,1.03,1.098,1.031,1.21,1.08,1.4,1.25,0.99,1.07,1.11,2.31,1.26,?,01/03/13@01/05/25@14/04@14/07/01@30/01/05/05/01@34/11/12
1255,716,528,0,1192,1012,443,0,1344,666,0,1445,1237,751,617,0,1227,1054,814,1387,912,0,1167,759,611,2061,0,597,472,389,0,895,504,0,0.317,0.206,0.379,0.597,0.585,0.546,0.035,0.282,0.293,1.308,0.87,0.796,0.414,0.534,0.256,0.049,1.09,1.55,2.12,1.55,1.2,0.9,1.1,1.12,1.12,?,01/05/02/07@02/10@16/19/03@16/19/05
4178,2798,990,0,5399,1469,2416,0,2735,1624,0,2965,1444,1811,844,0,2531,4017,1652,1903,1023,0,4553,1933,1237,1749,0,5575,3550,600,0,3071,2737,0,0.867,0.86,0.895,0.933,0.901,0.889,0.909,1.176,2.002,1.49,1.502,1.635,0.342,2.825,1.516,0.888,1.38,2.24,1.65,1.57,1.97,1.72,3.49,2.34,1.61,?,12/01/01@42/16
5080,4277,702,0,13159,1424,3083,0,4044,1865,0,5520,1580,1929,785,0,1544,2381,947,4190,1173,0,3998,1754,795,1178,0,5072,1259,343,0,10580,1863,0,0.955,0.946,0.939,0.954,0.944,0.95,0.953,0.985,4.489,2.515,3.57,3.253,2.713,2.695,5.101,6.566,1.01,4.69,2.53,3.44,3.31,2.83,2.91,3.43,4.99,yes,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@20/09/16/01@32/01/01@32/05/01/03@32/07/05@34/01/01/01
2814,1655,732,0,2369,1248,1881,0,1722,1217,0,1773,1389,1171,713,0,1632,3825,936,2448,1069,0,1599,1908,716,1161,0,911,946,457,0,1484,1590,0,0.774,0.852,0.876,0.741,0.938,0.873,0.864,1.03,0.651,0.809,0.598,0.531,0.459,0.374,0.559,0.483,1.31,0.76,0.91,0.83,0.55,0.52,0.43,2.33,0.64,?,10/03/01@10/03/03@10/03/04/03@14/07/07@40/01@42/04@43/01/03/05
6869,5183,1599,0,5076,1292,3520,0,3924,2171,0,3644,1540,1968,797,0,1952,5816,1046,7446,1132,0,3981,2199,691,2398,0,2400,1302,476,0,3484,2680,0,0.837,0.893,0.925,0.94,0.934,0.947,0.94,1.01,1.152,1.747,1.77,1.851,2.102,1.802,2.001,1.043,1.26,1.23,1.79,1.79,2.04,2.24,1.85,2.63,2.14,?,12/01/01@42/16
3873,2404,672,0,4059,1280,2022,0,2671,1303,0,2477,1400,1196,726,0,1878,2625,1026,4280,979,0,2462,1152,667,1851,0,1788,990,458,0,3282,2079,0,0.892,0.866,0.91,0.864,0.935,0.807,0.887,1.256,1.561,2.101,2.062,3.041,2.686,2.001,1.95,1.196,1.47,1.75,2.21,2.29,3.13,3.36,2.74,4.05,2.19,?,14/04@20/01/21@20/09/01
2886,1796,862,0,4393,1514,4142,0,2928,1991,0,3250,1513,2206,798,0,2091,3721,1661,2471,1150,0,3249,2694,1343,1931,0,1923,1474,254,0,3882,2853,0,0.773,0.854,0.909,0.925,0.858,0.844,0.867,1.197,0.814,1.255,1.135,1.008,1.06,1.168,1.301,1.077,1.58,0.93,1.31,1.23,1.2,1.13,1.25,1.53,1.36,?,11/02/03/01@11/02/03/04
2837,1996,818,0,2668,1370,5479,0,2426,4105,0,3173,1751,8208,1042,0,1622,13475,1157,2600,1172,0,2188,7254,1274,1136,0,924,3533,342,0,1724,5313,0,0.898,0.901,0.955,0.922,0.867,0.903,0.955,1.153,0.23,0.28,0.166,0.098,0.12,0.148,0.135,0.168,1.2,0.27,0.31,0.19,0.11,0.13,0.17,0.07,0.14,?,10/03/02@16/07@43/01/03/09
9495,7006,766,0,7537,1496,4872,0,8176,6959,0,8760,2613,7183,1875,0,1697,12332,960,12129,1759,0,3677,2157,545,1252,0,7912,7266,489,0,10251,11594,0,0.923,0.93,0.938,0.914,0.941,0.942,0.974,1.226,1.386,1.046,1.055,1.106,1.401,1.619,1.077,0.825,1.27,1.43,1.08,1.15,1.15,1.41,1.69,0.65,1.07,yes,01/03/16/01@10/01/09/05@10/03/01@11/04/01@14/04@16/01@16/19/05@20/01/10@20/01/21@20/09/01@30/01/05/05/01@42/10
5094,4334,923,0,9490,2988,6524,0,3959,3201,0,4597,1551,3163,874,0,3206,6150,2160,2699,1097,0,5353,4096,2233,1408,0,3652,3314,948,0,2331,1818,0,0.918,0.842,0.943,0.935,0.893,0.889,0.907,1.003,1.207,1.049,1.241,1.16,1.122,1.146,1.062,0.901,1.07,1.43,1.06,1.33,1.33,1.25,1.23,0.5,1.14,?,11/02/03/01/01@11/02/03/04
2744,1995,1032,0,5527,2018,4520,0,2326,1688,0,2597,1568,2226,888,0,2180,4272,1952,1835,1049,0,2563,2153,1340,1740,0,4491,4792,978,0,2840,3193,0,0.817,0.836,0.845,0.887,0.878,0.775,0.903,0.982,0.94,0.875,0.665,0.638,0.688,0.782,0.859,0.552,1.27,1.1,0.99,0.76,0.78,1.06,1.02,1.53,0.97,?,01/05@01/06@01/07/01@16/21/08
11103,11511,1930,0,15384,4094,7450,0,7540,4527,0,8388,1588,4413,886,0,4276,8442,2669,4786,1154,0,12146,2857,1451,1753,0,5596,4982,714,0,3381,2802,0,0.863,0.854,0.952,0.933,0.934,0.885,0.882,0.738,1.76,1.63,1.86,2.465,3.294,4.359,0.995,0.882,0.88,2.05,1.63,1.92,2.74,3.99,4.84,2.34,1.13,?,10/03/01/01@10/03/01/03@10/03/02@10/03/03@10/03/05/01@16/03/03@42/29@43/01/03/05
6001,4543,932,0,4397,1252,3111,0,2036,1205,0,2122,1549,1406,813,0,1685,1804,934,2795,996,0,1359,824,645,1116,0,3299,4004,495,1,2587,1692,0,0.863,0.906,0.86,0.819,0.932,0.602,0.935,1.059,1.083,1.145,0.722,1.003,1.644,0.848,0.602,1.269,1.23,1.21,1.32,0.96,1.05,1.69,1.48,0.73,0.75,yes,10/01/02@10/01/05/01@10/01/05/03@11/02/03/04@11/04/01@11/04/03/01@12/04/01@16/01@16/03/01@16/03/03@16/19/03@18/02/09@40/01@43/01/03@43/03
6037,4626,773,0,5322,1941,1567,0,5853,2114,0,6015,2323,2386,1382,0,1643,2518,893,9656,1947,0,2199,852,624,1193,0,6389,1731,456,0,5061,1548,0,0.915,0.861,0.953,0.763,0.959,0.773,0.935,1.018,6.395,3.837,3.295,4.803,7.01,4.81,4.577,3.656,1.16,5.68,3.58,3.67,4.72,5.65,5.03,1.69,4.53,?,01/03/04@01/07/01@01/07/03@10/01/09/05
3863,2562,751,0,3231,1945,1529,0,3282,1881,0,3704,2563,2361,1561,1,1801,4234,1174,5659,2157,0,1650,1461,784,1087,0,4201,1862,436,0,6114,2281,0,0.905,0.851,0.869,0.844,0.931,0.884,0.969,1.031,2.046,1.741,1.163,0.697,0.654,0.663,2.457,2.637,1.23,2.23,1.9,1.42,0.75,0.69,0.8,1.57,2.51,?,10/01/09/05@10/03/01@11/02/03/04@14/07/04
1846,1101,649,0,2962,1151,2107,0,2073,1339,0,2334,1384,1444,670,0,1956,2374,1276,1999,989,0,3178,2171,1230,1755,0,2469,1933,420,0,2166,1432,0,0.792,0.789,0.87,0.877,0.812,0.889,0.877,1.027,0.836,1.017,1.066,1.143,1.017,1.134,1.228,1.238,1.44,1.14,1.14,1.22,1.44,1.44,1.41,1.86,1.24,?,20/09/07/03
2381,1690,606,0,4042,1224,2581,0,1997,1505,0,2571,1423,1961,718,0,1448,2896,957,1985,1188,0,2070,1734,754,1144,0,1898,2065,412,0,1590,1278,0,0.9,0.899,0.964,0.937,0.854,0.916,0.88,0.997,1.232,0.889,0.863,0.943,0.828,0.882,0.794,0.773,1.11,1.34,0.95,0.92,1.05,1.14,0.93,1.81,0.81,?,10/01/03/05@10/01/05/01@10/03/01@16/19
2772,1836,562,0,4708,1134,2862,0,2277,1236,0,2890,1362,1366,681,0,1378,2067,881,2118,1140,0,2461,1413,762,1110,0,2564,1564,395,0,2016,997,0,0.895,0.895,0.94,0.947,0.899,0.928,0.93,1.116,1.376,1.733,2.168,1.861,1.887,1.898,1.691,1.835,1.28,1.45,1.79,2.23,2.16,1.95,2.01,1.62,1.7,?,14/07/11@34/11/03/07
2566,1487,711,0,2944,1377,4381,0,2167,3238,0,2840,1589,3053,1162,0,1908,7499,1192,3848,942,0,2818,3051,726,1818,0,1396,1312,418,0,2827,2718,0,0.807,0.861,0.886,0.803,0.927,0.916,0.948,1.156,0.394,0.322,0.552,0.347,0.447,0.705,0.872,0.762,1.57,0.42,0.36,0.66,0.39,0.52,0.73,1.18,0.87,yes,01/02@01/07@14/10@16/01@34/01/01/01
1863,1062,546,0,1689,1232,918,0,1724,1229,0,2224,1728,1819,1089,0,1519,3843,900,2145,1138,0,1266,1275,588,1013,0,734,727,448,0,929,1010,0,0.913,0.832,0.939,0.614,0.914,0.868,0.816,1.202,0.687,0.795,0.308,0.246,0.19,0.256,0.359,0.091,1.25,1.03,0.91,0.67,0.28,0.4,0.37,0.4,0.55,?,01/06/06/11@20/09/07@20/09/13
2209,1479,586,0,3105,1204,2336,0,1971,1263,0,2365,1426,1608,760,0,1433,3094,943,1860,1190,0,1763,1842,699,930,0,1783,1169,388,0,1626,997,0,0.878,0.909,0.929,0.92,0.946,0.924,0.901,1,0.956,1.147,1.056,0.662,0.447,0.527,1.544,1.107,1.17,1.01,1.14,1.1,0.72,0.58,0.59,0.91,1.57,?,01/01/03@01/07/01
2551,1706,564,0,3187,1152,2065,0,1947,1379,0,2696,1488,1121,766,0,1391,1429,813,2086,1072,0,2052,1004,739,896,0,2963,902,375,0,2386,705,0,0.903,0.917,0.916,0.869,0.854,0.686,0.911,1.124,1.184,0.908,3.07,2.546,0.42,2.113,4.517,4.314,1.19,1.23,1.02,3.4,2.74,2.43,3.45,0.43,4.56,?,01/03@32/07
6587,4991,658,0,4789,1378,2676,0,5525,4382,0,4315,2092,3659,1223,0,1847,9833,1236,5789,1398,0,2481,2397,660,1108,0,2864,2268,444,0,3791,5318,0,0.947,0.97,0.947,0.856,0.944,0.951,0.981,1.171,1.592,1.085,0.777,0.741,0.863,0.812,1.208,0.581,1.17,1.61,1.12,0.91,0.8,0.95,0.83,1.12,1.21,?,10/01/02@10/01/05/01@10/01/05/03@10/03/01/01/11@10/03/03@10/03/04/07@10/03/05/01@11/02@11/04/01@11/04/03/01@16/01@16/03@16/17/01@16/19/03@18/01/07@18/02/01@20/09/18@30/01/09/03@32/01@34/05/07@34/11/03/07@40/01/03@42/01@42/04/05@42/05@43/01/03/05
9991,9524,745,0,5584,1388,6014,0,7684,9040,0,5468,1876,7275,1103,0,1743,18442,1074,8320,1274,0,3931,2562,654,1141,0,3989,7103,486,0,3640,12579,0,0.963,0.866,0.972,0.869,0.964,0.953,0.984,0.943,0.689,0.744,0.506,0.732,1.221,1.456,0.493,0.218,0.97,0.77,0.76,0.58,0.75,1.25,1.48,1.37,0.51,?,01/04@10/01/05/01@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
2269,1666,596,0,2579,1070,2158,0,1776,1330,0,2361,1416,1733,732,0,1473,2230,960,1913,1052,0,1813,1219,725,910,0,1417,1487,375,0,1654,1526,0,0.892,0.886,0.928,0.928,0.927,0.873,0.946,0.919,0.76,0.826,0.827,0.944,0.887,1.123,0.795,0.613,1.04,0.85,0.95,0.94,1.01,1.06,1.28,0.32,0.77,?,10/03/02@14/01@16/01
2122,1497,538,0,3154,1083,2745,0,2241,1466,0,2470,1362,1430,712,0,1348,2518,810,1907,1064,0,2516,2536,705,1312,0,2445,1305,394,0,3134,1082,0,0.934,0.863,0.923,0.927,0.925,0.956,0.919,1.051,0.784,1.183,1.531,0.992,0.71,0.758,2.058,3.238,1.06,0.88,1.26,1.54,1.04,0.92,0.77,1.04,2.07,?,01/04@02/11@02/13/03@14/04@14/10@16/01@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
10452,8583,650,0,4596,1254,4401,0,7212,9664,0,9272,2190,8566,1318,0,1678,16733,926,10575,1345,0,5417,5344,644,1179,0,5276,4698,441,0,7301,5843,0,0.917,0.954,0.964,0.881,0.868,0.952,0.987,1.056,0.807,0.642,0.877,0.604,0.821,0.92,1.065,1.205,1.14,0.85,0.66,0.97,0.67,0.87,0.93,0.65,1.1,?,14/04
2708,1854,818,0,5615,2385,3986,0,2492,2220,0,2800,1522,3023,853,0,2294,5724,2195,2025,1096,0,2847,3576,2013,2110,0,2626,4556,1099,0,2464,4042,0,0.731,0.772,0.927,0.906,0.869,0.776,0.83,0.864,1.015,0.872,0.536,0.499,0.538,0.458,0.455,0.357,1.24,1.27,0.85,0.58,0.57,0.78,0.57,1.73,0.54,?,01/04@01/05/25@10/01/02@10/01/09/05@10/03/01@10/03/02@11/02/03/04@16/19/03@34/11/03/07
1814,1206,634,0,2142,1095,913,0,1562,1041,0,1934,1294,1208,682,0,1415,1427,910,1658,1032,0,1510,1072,810,1332,0,939,677,369,0,1412,888,0,0.798,0.879,0.799,0.898,0.796,0.674,0.89,0.941,1.749,0.729,1.061,1.003,0.352,0.836,1.318,0.998,1.15,1.91,1.04,1.21,1.27,1.19,1.45,1.64,1.38,?,11/02/01@11/02/03/01@16/03/03
13431,10844,772,0,5273,1328,6991,0,9491,7376,0,9009,2425,5398,1353,0,2220,11343,1196,12819,1582,0,4417,2597,695,1210,0,10034,2785,444,0,17459,3030,0,0.937,0.971,0.966,0.922,0.94,0.929,0.989,1.122,0.589,1.224,1.551,1.935,1.641,1.587,3.852,6.364,1.18,0.61,1.23,1.62,2.02,1.68,1.77,2.34,4.02,?,01/01/03/01/02@01/01/03/05/01@01/01/03/05/02@01/03/04@01/07
8007,6741,764,0,5563,1340,9213,0,5630,7286,0,6145,1536,10229,880,0,1536,11828,999,6094,1109,0,6040,4905,831,1208,0,4641,7355,371,0,4027,12389,0,0.947,0.913,0.954,0.97,0.946,0.952,0.954,1.096,0.463,0.623,0.488,0.66,1.077,1.144,0.59,0.242,1.11,0.48,0.65,0.49,0.68,1.14,1.18,1.99,0.59,?,01/06/10@14/07/01@20/01/13
1987,1309,686,0,2781,1212,1394,0,3801,2819,0,3878,2233,2824,1400,0,1637,11532,1091,2571,1527,0,1182,982,536,1115,0,4496,2683,440,0,6428,3319,0,0.751,0.942,0.951,0.811,0.942,0.784,0.979,0.625,1.677,1.101,0.918,0.35,0.221,0.311,1.709,1.985,0.93,1.74,1.12,1.15,0.38,0.58,0.53,0.98,1.73,?,01/01/03/03/01@01/05
3485,2864,692,0,5866,1411,4539,0,2976,3656,0,4136,1511,4230,869,0,1519,4128,984,3139,1312,0,2582,3305,780,1243,0,4563,4927,308,0,8966,4964,0,0.92,0.916,0.928,0.951,0.943,0.953,0.96,0.978,1.073,0.53,0.745,0.803,0.768,0.551,0.841,1.759,1.01,1.13,0.58,0.78,0.89,0.8,0.56,1.9,0.88,?,12/04@12/10@16/03@16/19/03
3131,2715,690,0,4698,1582,3988,0,2864,2986,0,3417,1528,2631,784,0,1618,2865,1009,3097,1236,0,2756,1914,746,1186,0,3289,3102,319,0,6449,3355,0,0.947,0.934,0.957,0.956,0.963,0.971,0.953,0.86,0.902,0.659,1.01,1.263,1.128,1.367,0.968,1.876,0.89,0.94,0.68,1.02,1.23,1.08,1.38,2.06,1.02,?,11/02/03/04@16/03/01
